"date";"utm_source_and_medium";"utm_campaign";"user_count";"session_count"
"2024-09-18";"google / cpc";"(organic)";"75";"80"
"2024-09-18";"(direct) / (none)";"(direct)";"73";"76"
"2024-09-18";"google / cpc";"HU | GSN | PERF I Brand";"45";"52"
"2024-09-18";"google / organic";"(organic)";"37";"42"
"2024-09-18";"google / cpc";"HU | pMAX | PERF I Brand";"34";"36"
"2024-09-18";"google / cpc";"(not set)";"16";"17"
"2024-09-18";"facebook / cpc";"campaign_19";"16";"16"
"2024-09-18";"facebook / cpc";"campaign_20";"12";"12"
"2024-09-18";"facebook / cpc";"campaign_21";"11";"11"
"2024-09-18";"redir.d-edgeconnect.media / referral";"(referral)";"8";"9"
"2024-09-18";"google / cpc";"campaign_22";"8";"9"
"2024-09-18";"(not set)";"(not set)";"7";"7"
"2024-09-18";"m.facebook.com / referral";"(referral)";"5";"6"
"2024-09-18";"bing / organic";"(organic)";"4";"5"
"2024-09-18";"google / cpc";"campaign_26";"3";"4"
"2024-09-18";"l.instagram.com / referral";"(referral)";"3";"3"
"2024-09-18";"google / cpc";"campaign_25";"3";"3"
"2024-09-18";"google / cpc";"campaign_28";"3";"3"
"2024-09-18";"hirlevel_s1";"hirlevel_c1";"3";"3"
"2024-09-18";"l.facebook.com / referral";"(referral)";"2";"2"
"2024-09-18";"mail.google.com / referral";"(referral)";"1";"2"
"2024-09-18";"google / cpc";"campaign_24";"2";"2"
"2024-09-18";"google / cpc";"DE | pMAX | PERF I Brand";"2";"2"
"2024-09-18";"google / organic";"(not set)";"1";"1"
"2024-09-18";"email.seznam.cz / referral";"(referral)";"1";"1"
"2024-09-18";"google / cpc";"(referral)";"1";"1"
"2024-09-18";"hotelcms.hu / referral";"(referral)";"1";"1"
"2024-09-18";"kereso.startlap.hu / referral";"(referral)";"1";"1"
"2024-09-18";"source_1";"(referral)";"1";"1"
"2024-09-18";"lm.facebook.com / referral";"(referral)";"1";"1"
"2024-09-18";"otpbankdirekt.hu / referral";"(referral)";"1";"1"
"2024-09-18";"google / cpc";"campaign_27";"1";"1"
"2024-09-18";"google / cpc";"campaign_23";"1";"1"
"2024-09-18";"google / cpc";"campaign_29";"1";"1"
"2024-09-18";"bing / cpc";"campaign_5";"1";"1"
"2024-09-18";"bing / cpc";"campaign_2";"1";"1"
"2024-09-18";"google / cpc";"HU | GDN | ENGM I Programok '24";"1";"1"
"2024-09-18";"bing / cpc";"HU | PERF | Lokáció - All";"1";"1"
"2024-09-18";"hirlevel_s5";"hirlevel_c4";"1";"1"
"2024-09-18";"loyalty / email";"loyalty-email";"1";"1"
"2024-09-18";"ajanlat / offline";"proposal-by-phone";"1";"1"
"2024-09-19";"(direct) / (none)";"(direct)";"105";"114"
"2024-09-19";"google / cpc";"(organic)";"78";"91"
"2024-09-19";"google / cpc";"HU | GSN | PERF I Brand";"41";"47"
"2024-09-19";"google / organic";"(organic)";"34";"37"
"2024-09-19";"google / cpc";"HU | pMAX | PERF I Brand";"37";"37"
"2024-09-19";"google / cpc";"campaign_22";"16";"20"
"2024-09-19";"hirlevel_s1";"hirlevel_c1";"10";"12"
"2024-09-19";"google / cpc";"(not set)";"9";"10"
"2024-09-19";"(not set)";"(not set)";"5";"9"
"2024-09-19";"facebook / cpc";"campaign_21";"9";"9"
"2024-09-19";"facebook / cpc";"campaign_20";"9";"9"
"2024-09-19";"l.instagram.com / referral";"(referral)";"8";"8"
"2024-09-19";"google / cpc";"campaign_23";"8";"8"
"2024-09-19";"facebook / cpc";"campaign_19";"7";"8"
"2024-09-19";"bing / organic";"(organic)";"5";"5"
"2024-09-19";"l.facebook.com / referral";"(referral)";"4";"4"
"2024-09-19";"redir.d-edgeconnect.media / referral";"(referral)";"4";"4"
"2024-09-19";"hirlevel_s5";"hirlevel_c4";"3";"4"
"2024-09-19";"instagram.com / referral";"(referral)";"3";"3"
"2024-09-19";"m.facebook.com / referral";"(referral)";"3";"3"
"2024-09-19";"webmail.telekom.hu / referral";"(referral)";"2";"3"
"2024-09-19";"google / cpc";"campaign_25";"2";"3"
"2024-09-19";"phone / offline";"proposal-by-phone";"2";"3"
"2024-09-19";"source_4";"(referral)";"2";"2"
"2024-09-19";"hotelcms.hu / referral";"(referral)";"1";"2"
"2024-09-19";"youtube.com / referral";"(referral)";"1";"2"
"2024-09-19";"bing / cpc";"campaign_2";"2";"2"
"2024-09-19";"app.zoomsphere.com / referral";"(referral)";"1";"1"
"2024-09-19";"google / cpc";"(referral)";"1";"1"
"2024-09-19";"otpbankdirekt.hu / referral";"(referral)";"1";"1"
"2024-09-19";"google / cpc";"campaign_27";"1";"1"
"2024-09-19";"google / cpc";"campaign_26";"1";"1"
"2024-09-19";"google / cpc";"campaign_24";"1";"1"
"2024-09-19";"google / cpc";"DE | pMAX | PERF I Brand";"1";"1"
"2024-09-19";"bing / cpc";"campaign_5";"1";"1"
"2024-09-19";"bing / cpc";"HU | GSN | Brand";"1";"1"
"2024-09-19";"google / cpc";"campaign_28";"1";"1"
"2024-09-19";"google / cpc";"campaign_37";"1";"1"
"2024-09-19";"hirlevel_s3";"hirlevel_c2";"1";"1"
"2024-09-19";"loyalty / email";"loyalty-email";"1";"1"
"2024-09-20";"wellcard.de / referral";"(referral)";"1";"1"
"2024-09-20";"hirlevel_s5";"hirlevel_c4";"1";"1"
"2024-09-20";"google / cpc";"HU | GSN | PERF I Brand";"35";"39"
"2024-09-20";"google / organic";"(organic)";"27";"28"
