,id,uuid,session_id,utm_source,utm_medium,utm_campaign,hotel_id
2299,8710,173447851.1727122721,1727172679,facebook,cpc,campaign_1,hotel_3
2300,8711,570867002.1727172704,1727172721,google,cpc,(not set),hotel_3
2301,8712,1179035828.1727172847,1727172876,google,cpc,(not set),hotel_3
2302,8713,947693818.1727173299,1727173427,google,cpc,(not set),hotel_3
2303,8714,1597352960.1727173458,1727173524,facebook,cpc,campaign_1,hotel_3
2304,8715,191963843.1727173473,1727173584,facebook,cpc,campaign_1,hotel_3
2305,8716,802698783.1726927836,1727173663,(direct),(not set),(not set),hotel_3
2306,8717,2097490961.1727173720,1727173738,(direct),(not set),(not set),hotel_3
2307,8718,1778109148.1727173666,1727173820,google,cpc,(not set),hotel_3
2308,8719,1245003742.1727079434,1727173825,,nan,(not set),hotel_3
2309,8720,1142301536.1727173797,1727173887,google,cpc,(not set),hotel_3
2310,8721,537450650.1727174094,1727174244,google,cpc,(not set),hotel_3
2311,8722,26c24993-4960-4ae9-9d73-75688ea4573c,1727174279,google,cpc,(not set),hotel_3
2312,8724,1946543472.1727174549,1727174621,(direct),(not set),(not set),hotel_3
2313,8725,715571768.1725361526,1727174630,google,cpc,(not set),hotel_3
2314,8728,1715569749.1727116610,1727174690,google,cpc,(not set),hotel_3
2315,8729,1745892565.1727174546,1727174719,google,cpc,(not set),hotel_3
2316,8731,1234947628.1727174880,1727174907,(direct),(not set),(not set),hotel_3
2317,8732,1971699571.1727174951,1727174975,google,cpc,(not set),hotel_3
2318,8733,23539433.1727173802,1727175109,l.facebook.com,referral,(not set),hotel_3
2319,8734,859602652.1727175184,1727175237,google,cpc,(not set),hotel_3
2320,8735,1390514710.1727175260,1727175285,google,cpc,(not set),hotel_3
2321,8737,1060540036.1727175386,1727175414,l.facebook.com,referral,(not set),hotel_3
2322,8738,1289647335.1727002518,1727175595,google,cpc,(not set),hotel_3
2323,8739,1687059375.1727175638,1727175691,google,cpc,(not set),hotel_3
2324,8740,1222143193.1726745042,1727175865,google,organic,(not set),hotel_3
2325,8741,1446287422.1727123002,1727175886,google,cpc,(not set),hotel_3
2326,8742,1359736468.1727175666,1727176053,facebook,cpc,campaign_1,hotel_3
2327,8743,c2e26250-80dc-4f26-968b-b53cd43f845f,1727176194,,nan,(not set),hotel_3
2328,8744,1097345776.1726824966,1727176364,google,cpc,(not set),hotel_3
2329,8745,155124053.1727176350,1727176436,(direct),(not set),(not set),hotel_3
2330,8746,1984630918.1726596123,1727176733,google,cpc,(not set),hotel_3
2331,8747,1855710143.1727176765,1727176802,facebook,cpc,campaign_1,hotel_3
2332,8748,791056916.1726415388,1727176836,,nan,(not set),hotel_3
2333,8749,1454899277.1727176816,1727177038,l.facebook.com,referral,(not set),hotel_3
2334,8750,53964850.1727176991,1727177047,facebook,cpc,campaign_1,hotel_3
2335,8751,1293460765.1727177122,1727177156,google,cpc,(not set),hotel_3
2336,8752,712834247.1727177267,1727177283,facebook,cpc,campaign_1,hotel_3
2337,8753,1620200931.1727177288,1727177339,facebook,cpc,campaign_1,hotel_3
2338,8754,2101547602.1727177175,1727177395,facebook,cpc,campaign_1,hotel_3
2339,8755,f9d87994-0251-4e33-ad4f-50957f42649b,1727177705,,nan,(not set),hotel_3
2340,8756,253254072.1725517626,1727177942,google,cpc,(not set),hotel_3
2341,8757,467893627.1727177941,1727178063,google,cpc,(not set),hotel_3
2342,8758,253254072.1725517626,1727178250,google,cpc,(not set),hotel_3
2343,8759,1580110119.1727178285,1727178392,google,cpc,(not set),hotel_3
2344,8760,1801573582.1727178386,1727178418,google,cpc,(not set),hotel_3
2345,8761,1009127836.1727178516,1727178558,google,organic,(not set),hotel_3
2346,8762,459051615.1727090187,1727178655,google,cpc,(not set),hotel_3
2347,8763,705517844.1727178894,1727178926,facebook,cpc,campaign_1,hotel_3
2348,8764,1670194918.1727177633,1727178944,google,cpc,(not set),hotel_3
2349,8765,1250254325.1726731591,1727179257,google,organic,(not set),hotel_3
2350,8767,749070302.1727179377,1727179421,google,cpc,(not set),hotel_3
2351,8768,412673231.1723703657,1727179442,,nan,(not set),hotel_3
2352,8770,315683974.1727179559,1727179581,google,cpc,(not set),hotel_3
2353,8771,583051994.1727180635,1727180670,(direct),(not set),(not set),hotel_3
2354,8772,755853347.1718012346,1727180674,google,cpc,(not set),hotel_3
2355,8773,77203344.1727180663,1727180747,google,cpc,(not set),hotel_3
2356,8774,307405183.1725973080,1727180943,google,cpc,(not set),hotel_3
2357,8775,1910764324.1727180953,1727180991,(direct),(not set),(not set),hotel_3
2358,8776,566543804.1715969444,1727181079,,nan,(not set),hotel_3
2359,8777,980010155.1727181071,1727181116,facebook,cpc,campaign_1,hotel_3
2360,8778,2143293058.1713979988,1727181498,google,cpc,(not set),hotel_3
2361,8779,724013663.1724267588,1727181582,google,cpc,(not set),hotel_3
2362,8780,664522139.1727181500,1727181614,google,cpc,(not set),hotel_3
2363,8781,1482074000.1727181578,1727181767,(direct),(not set),(not set),hotel_3
2364,8782,321797592.1721740883,1727181802,hirlevel_s4,other,hirlevel_c3,hotel_3
2365,8783,1053943133.1727181830,1727181919,google,organic,(not set),hotel_3
2366,8784,1936905635.1716902176,1727182117,(direct),(not set),(not set),hotel_3
2367,8785,1591199015.1727181531,1727182184,google,cpc,(not set),hotel_3
2368,8786,941412633.1727181380,1727182295,(direct),(not set),(not set),hotel_3
2369,8787,2058725246.1727181585,1727182439,live,organic,(not set),hotel_3
2370,8788,1387416569.1727182538,1727182577,google,cpc,(not set),hotel_3
2371,8789,1988741799.1727182607,1727182714,google,cpc,(not set),hotel_3
2372,8790,297310931.1727182662,1727182784,google,organic,(not set),hotel_3
2373,8792,97657967.1727183112,1727183221,bing,cpc,campaign_2,hotel_3
2374,8794,7a0bc6ce-10d3-4d32-99ca-d0b504c177c9,1727183382,google,cpc,(not set),hotel_3
2375,8795,131026389.1727183364,1727183493,(direct),(not set),(not set),hotel_3
2376,8796,1681654825.1727183505,1727183625,bing,cpc,campaign_2,hotel_3
2377,8797,821704527.1727183607,1727183631,facebook,cpc,campaign_1,hotel_3
2378,8798,1318679484.1727183862,1727183973,facebook,cpc,campaign_1,hotel_3
2379,8799,ade24bd0-b3ad-4351-b18e-ceac6aef0d11,1727184010,google,cpc,(not set),hotel_3
2380,8800,310416040.1727183986,1727184010,google,cpc,(not set),hotel_3
2381,8801,602259620.1727183723,1727184131,google,cpc,(not set),hotel_3
2382,8802,1023283025.1721037413,1727184152,bing,cpc,campaign_14,hotel_3
2383,8803,513834511.1727099058,1727184311,redir.d-edgeconnect.media,referral,(not set),hotel_3
2384,8804,1344411260.1727184204,1727184457,,nan,(not set),hotel_3
2385,8805,88789589.1727095063,1727184587,bing,cpc,HU ,hotel_3
2386,8806,444543366.1727184695,1727184717,google,cpc,(not set),hotel_3
2387,8807,55462429.1727184696,1727184745,google,cpc,(not set),hotel_3
2388,8808,688063703.1725179000,1727184758,google,cpc,(not set),hotel_3
2389,8809,1548706347.1727179783,1727184957,google,organic,(not set),hotel_3
2390,8810,409066945.1727184646,1727185039,google,cpc,(not set),hotel_3
2391,8811,1073266585.1727184934,1727185103,google,cpc,(not set),hotel_3
2392,8812,941412633.1727181380,1727185216,source_5,referral,(not set),hotel_3
2393,8813,1626519679.1724695584,1727185240,google,cpc,(not set),hotel_3
2394,8814,2062957232.1725558411,1727185362,,nan,(not set),hotel_3
2395,8815,838859218.1727123223,1727185441,,nan,(not set),hotel_3
2396,8817,629573284.1725740010,1727185509,google,cpc,(not set),hotel_3
2397,8818,1047921730.1727185536,1727185568,www.youtube.com,referral,(not set),hotel_3
2398,8819,87626977.1726561440,1727185607,ntp.msn.com,referral,(not set),hotel_3
2399,8820,591656972.1726508035,1727185608,google,cpc,(not set),hotel_3
2400,8821,1818907816.1727185642,1727185743,,nan,(not set),hotel_3
2401,8822,1376031838.1727185700,1727185811,,nan,(not set),hotel_3
2402,8823,1873498610.1726314254,1727185835,google,organic,(not set),hotel_3
2403,8824,1956971066.1727186041,1727186055,live,organic,(not set),hotel_3
2404,8825,695334660.1724863780,1727186159,google,cpc,(not set),hotel_3
2405,8826,478602054.1727186578,1727186614,live,organic,(not set),hotel_3
2406,8827,1857319932.1727186542,1727186711,google,organic,(not set),hotel_3
2407,8828,1113306497.1727109993,1727186818,,nan,(not set),hotel_3
2408,8829,1113306497.1727109993,1727186930,,nan,(not set),hotel_3
2409,8830,948838949.1727186957,1727187128,google,cpc,(not set),hotel_3
2410,8831,2017655592.1727187163,1727187177,google,cpc,(not set),hotel_3
2411,8832,993315174.1727187086,1727187433,google,cpc,(not set),hotel_3
2412,8833,1403320331.1727187439,1727187500,,nan,(not set),hotel_3
2413,8834,246157123.1727187611,1727187662,l.facebook.com,referral,(not set),hotel_3
2414,8835,742296466.1727187941,1727187973,google,cpc,(not set),hotel_3
2415,8836,2028229259.1727188321,1727188365,hirlevel_s3,other,hirlevel_c2,hotel_3
2416,8837,223397045.1726911873,1727188585,facebook,cpc,campaign_1,hotel_3
2417,8838,1338126036.1727188711,1727188751,(direct),(not set),(not set),hotel_3
2418,8839,131026389.1727183364,1727189058,(direct),(not set),(not set),hotel_3
2419,8841,739523019.1727189162,1727189269,google,cpc,(not set),hotel_3
2420,8842,105132039.1727188953,1727189295,google,organic,(not set),hotel_3
2421,8843,736724519.1726764587,1727189456,google,cpc,(not set),hotel_3
2422,8844,1619312445.1725258300,1727189471,google,cpc,(not set),hotel_3
2423,8845,446103191.1722004599,1727189764,google,cpc,(not set),hotel_3
2424,8846,544602717.1727189705,1727189782,google,cpc,(not set),hotel_3
2425,8847,1348997658.1724789186,1727189879,google,cpc,(not set),hotel_3
2426,8849,9c957614-3ac3-443e-b5a1-facfd61f7421,1727190378,,nan,(not set),hotel_3
2427,8850,1156970476.1726669485,1727190440,(direct),(not set),(not set),hotel_3
2428,8851,424313337.1727190435,1727190459,google,organic,(not set),hotel_3
2429,8852,4768e07c-fd9b-4d06-9653-ba2eff54d144,1727190812,duckduckgo.com,referral,(not set),hotel_3
2430,8853,1862627165.1727190832,1727191211,google,cpc,(not set),hotel_3
2431,8854,231912990.1727191765,1727191929,google,cpc,(not set),hotel_3
2432,8855,525814958.1727192098,1727192199,google,cpc,(not set),hotel_3
2433,8856,1884818534.1720787843,1727192323,google,cpc,(not set),hotel_3
2434,8857,754458472.1727192607,1727192841,facebook,cpc,campaign_1,hotel_3
2435,8858,1927801069.1727192887,1727193027,live,organic,(not set),hotel_3
2436,8859,1959698626.1727192927,1727193048,google,cpc,(not set),hotel_3
2437,8860,2092843218.1726467024,1727193115,google,organic,(not set),hotel_3
2438,8861,1481440644.1727193068,1727193174,google,organic,(not set),hotel_3
2439,8862,897520202.1727193089,1727193237,(direct),(not set),(not set),hotel_3
2440,8863,1222143193.1726745042,1727193260,google,organic,(not set),hotel_3
2441,8864,502644596.1726777800,1727193332,,nan,(not set),hotel_3
2442,8865,831740868.1717062606,1727193704,bing,cpc,campaign_2,hotel_3
2443,8866,229508320.1727193780,1727193807,facebook,cpc,campaign_1,hotel_3
2444,8867,1286126186.1727094276,1727193860,facebook,cpc,campaign_1,hotel_3
2445,8868,561602345.1727194003,1727194038,google,cpc,(not set),hotel_3
2446,8869,42542473.1727194032,1727194049,(direct),(not set),(not set),hotel_3
2447,8870,205551276.1727193899,1727194189,google,cpc,(not set),hotel_3
2448,8871,1308653435.1727194523,1727194573,m.facebook.com,referral,(not set),hotel_3
2449,8872,491040167.1726956519,1727194701,google,cpc,(not set),hotel_3
2450,8873,616486550.1727194700,1727194753,google,cpc,(not set),hotel_3
2451,8874,1655802435.1726757087,1727195061,google,cpc,(not set),hotel_3
2452,8875,948851260.1727195026,1727195115,google,cpc,(not set),hotel_3
2453,8876,1254721536.1727194883,1727195389,facebook,cpc,campaign_1,hotel_3
2454,8877,947582548.1726589229,1727195420,google,organic,(not set),hotel_3
2455,8879,910063088.1727108958,1727195699,google,organic,(not set),hotel_3
2456,8880,1468628040.1727195904,1727195917,redir.d-edgeconnect.media,referral,(not set),hotel_3
2457,8881,59805108.1724612330,1727196090,google,cpc,(not set),hotel_3
2458,8882,42829030.1727196131,1727196230,google,organic,(not set),hotel_3
2459,8883,1012511871.1727196354,1727196418,google,cpc,(not set),hotel_3
2460,8884,1979469113.1727196420,1727196444,google,cpc,(not set),hotel_3
2461,8885,332541046.1727196525,1727196619,google,cpc,(not set),hotel_3
2462,8886,940297512.1727196814,1727196865,google,cpc,(not set),hotel_3
2463,8887,10909530.1727196934,1727196965,facebook,cpc,campaign_1,hotel_3
2464,8888,1222143193.1726745042,1727197061,google,organic,(not set),hotel_3
2465,8889,1311951135.1727197217,1727197252,facebook,cpc,campaign_1,hotel_3
2466,8890,91194407.1727197381,1727197471,google,cpc,(not set),hotel_3
2467,8891,1223710949.1727197346,1727197485,google,cpc,(not set),hotel_3
2468,8892,1321958232.1727197914,1727197936,(direct),(not set),(not set),hotel_3
2469,8893,2079844185.1727198012,1727198055,(direct),(not set),(not set),hotel_3
2470,8894,1007356964.1727198001,1727198056,facebook,cpc,campaign_1,hotel_3
2471,8895,1979469113.1727196420,1727198159,google,cpc,(not set),hotel_3
2472,8896,602447617.1727029980,1727198244,google,cpc,(not set),hotel_3
2473,8897,2085604041.1714284295,1727198497,google,cpc,(not set),hotel_3
2474,8898,2009595096.1727119021,1727198581,,nan,(not set),hotel_3
2475,8900,223891248.1727197912,1727198817,l.facebook.com,referral,(not set),hotel_3
2476,8901,1609422878.1726626176,1727198982,google,cpc,(not set),hotel_3
2477,8902,1855454778.1727198982,1727199036,(direct),(not set),(not set),hotel_3
2478,8903,4921897.1724176638,1727199070,l.facebook.com,referral,(not set),hotel_3
2479,8904,1475067161.1727198978,1727199092,google,cpc,(not set),hotel_3
2480,8905,486168300.1727199092,1727199110,(direct),(not set),(not set),hotel_3
2481,8906,1283924195.1727199103,1727199119,(direct),(not set),(not set),hotel_3
2482,8907,1524509561.1725648074,1727199342,m.facebook.com,referral,(not set),hotel_3
2483,8908,335345711.1727199332,1727199449,google,cpc,(not set),hotel_3
2484,8909,1131068166.1727199422,1727199457,facebook,cpc,campaign_1,hotel_3
2485,8910,1630481904.1727199491,1727199525,(direct),(not set),(not set),hotel_3
2486,8911,1963866598.1725453955,1727199554,,nan,(not set),hotel_3
2487,8912,835174336.1727199658,1727199666,google,cpc,(not set),hotel_3
2488,8913,1962928182.1721368458,1727199788,l.facebook.com,referral,(not set),hotel_3
2489,8914,586707930.1727198937,1727199819,google,cpc,(not set),hotel_3
2490,8915,1177702719.1727199558,1727199831,facebook,cpc,campaign_1,hotel_3
2491,8916,237904918.1726930131,1727199851,google,cpc,(not set),hotel_3
2492,8917,716416697.1727196310,1727199945,facebook,cpc,campaign_1,hotel_3
2493,8918,161039399.1727199898,1727199970,,nan,(not set),hotel_3
2494,8919,931492739.1727200073,1727200106,google,cpc,(not set),hotel_3
2495,8920,1832792646.1727200087,1727200322,google,cpc,(not set),hotel_3
2496,8921,1748782421.1727200323,1727200410,google,cpc,(not set),hotel_3
2497,8922,6409996.1713801840,1727200546,google,cpc,(not set),hotel_3
2498,8923,1902437868.1727200658,1727200668,google,organic,(not set),hotel_3
2499,8924,2103553792.1724961938,1727200838,google,cpc,(not set),hotel_3
2500,8925,1004887150.1727200963,1727201049,facebook,cpc,campaign_1,hotel_3
2501,8926,608034105.1727201099,1727201175,google,cpc,(not set),hotel_3
2502,8927,1987007906.1727201432,1727201531,google,cpc,(not set),hotel_3
2503,8928,272157672.1727201494,1727201555,google,cpc,(not set),hotel_3
2504,8929,716416697.1727196310,1727201593,facebook,cpc,campaign_1,hotel_3
2505,8930,1356120557.1727201759,1727201832,google,cpc,(not set),hotel_3
2506,8931,767875040.1727201783,1727201948,google,cpc,(not set),hotel_3
2507,8932,1367862999.1727202026,1727202041,google,cpc,(not set),hotel_3
2508,8933,1497670625.1727164327,1727202265,google,organic,(not set),hotel_3
2509,8934,205551276.1727193899,1727202510,google,cpc,(not set),hotel_3
2510,8935,1167821169.1727202720,1727202941,google,cpc,(not set),hotel_3
2511,8936,944072289.1727077019,1727202970,facebook,cpc,campaign_1,hotel_3
2512,8937,1490920931.1727202993,1727203035,facebook,cpc,campaign_1,hotel_3
2513,8938,2083913207.1727202932,1727203077,facebook,cpc,campaign_1,hotel_3
2514,8939,1570221594.1727203058,1727203175,google,cpc,(not set),hotel_3
2515,8940,1480967184.1727027072,1727203262,google,organic,(not set),hotel_3
2516,8941,2110598796.1727203206,1727203289,google,cpc,(not set),hotel_3
2517,8942,828736845.1727203263,1727203300,live,organic,(not set),hotel_3
2518,8943,210470781.1727203194,1727203394,google,cpc,(not set),hotel_3
2519,8944,1014383277.1726986381,1727203415,google,organic,(not set),hotel_3
2520,8945,301106432.1726927345,1727203550,facebook,cpc,campaign_1,hotel_3
2521,8946,2052206949.1714029114,1727203575,google,cpc,(not set),hotel_3
2522,8947,1425152727.1727203617,1727203653,facebook,cpc,campaign_1,hotel_3
2523,8948,1501365354.1727169444,1727203665,google,cpc,(not set),hotel_3
2524,8949,2066038444.1727203645,1727203706,google,cpc,(not set),hotel_3
2525,8950,1985623780.1726253035,1727203759,google,cpc,(not set),hotel_3
2526,8951,263952697.1727154068,1727203821,google,cpc,(not set),hotel_3
2527,8952,1623560660.1713989532,1727203851,google,cpc,(not set),hotel_3
2528,8953,1910764324.1727180953,1727203861,(direct),(not set),(not set),hotel_3
2529,8954,1051058081.1726774891,1727204048,google,cpc,(not set),hotel_3
2530,8955,589400629.1727203960,1727204108,google,cpc,(not set),hotel_3
2531,8956,1611254524.1727204124,1727204149,l.facebook.com,referral,(not set),hotel_3
2532,8957,773735285.1727204214,1727204278,google,cpc,(not set),hotel_3
2533,8958,1048070972.1727204196,1727204312,(direct),(not set),(not set),hotel_3
2534,8959,1886536469.1723493070,1727204360,google,cpc,(not set),hotel_3
2535,8960,1654483985.1726934060,1727204364,l.facebook.com,referral,(not set),hotel_3
2536,8961,939738519.1727204503,1727204569,google,cpc,(not set),hotel_3
2537,8962,7469120.1727204288,1727204588,(direct),(not set),(not set),hotel_3
2538,8963,1083266740.1727088908,1727204720,facebook,cpc,campaign_1,hotel_3
2539,8964,1836191311.1726746180,1727204723,google,cpc,(not set),hotel_3
2540,8965,55173166.1727192684,1727204781,google,cpc,(not set),hotel_3
2541,8966,48239647.1727204822,1727204851,facebook,cpc,campaign_1,hotel_3
2542,8967,724013663.1724267588,1727204922,google,cpc,(not set),hotel_3
2543,8968,1145879325.1727204846,1727204939,google,cpc,(not set),hotel_3
2544,8969,130952422.1726641533,1727205335,,nan,(not set),hotel_3
2545,8970,1475067161.1727198978,1727205541,facebook,cpc,campaign_1,hotel_3
2546,8971,1194054570.1727205664,1727205695,(direct),(not set),(not set),hotel_3
2547,8972,124345978.1727205858,1727205904,l.instagram.com,referral,(not set),hotel_3
2548,8973,1902736571.1716140507,1727205926,google,cpc,(not set),hotel_3
2549,8974,425942765.1725992072,1727205974,google,cpc,(not set),hotel_3
2550,8975,365432115.1727206077,1727206142,,nan,(not set),hotel_3
2551,8976,1964059353.1727205641,1727206175,(direct),(not set),(not set),hotel_3
2552,8977,2049712439.1714537381,1727206508,google,cpc,(not set),hotel_3
2553,8978,1251891279.1726128295,1727206545,facebook,cpc,campaign_1,hotel_3
2554,8979,177986690.1727116671,1727206589,(direct),(not set),(not set),hotel_3
2555,8980,1981646953.1727206545,1727206592,google,cpc,(not set),hotel_3
2556,8981,960913026.1727166861,1727206773,google,cpc,(not set),hotel_3
2557,8982,2108242569.1727206715,1727206884,,nan,(not set),hotel_3
2558,8983,1577316335.1727206841,1727206978,google,cpc,(not set),hotel_3
2559,8984,1357931272.1727206967,1727207080,facebook,cpc,campaign_1,hotel_3
2560,8985,0bc13493-ae38-4b10-a82e-37041531e8ec,1727207131,facebook,cpc,campaign_1,hotel_3
2561,8986,504351436.1727207104,1727207133,(direct),(not set),(not set),hotel_3
2562,8987,2144864199.1727207110,1727207170,live,organic,(not set),hotel_3
2563,8988,1884818534.1720787843,1727207198,google,organic,(not set),hotel_3
2564,8989,792187880.1727207197,1727207212,(direct),(not set),(not set),hotel_3
2565,8990,290656544.1727207275,1727207288,google,cpc,(not set),hotel_3
2566,8991,567763559.1727207321,1727207387,facebook,cpc,campaign_1,hotel_3
2567,8992,1596804042.1727207678,1727207721,l.facebook.com,referral,(not set),hotel_3
2568,8993,1194768387.1727207424,1727207732,m.facebook.com,referral,(not set),hotel_3
2569,8994,1073371569.1727207696,1727207890,facebook,cpc,campaign_1,hotel_3
2570,8995,1200555931.1727207863,1727207897,google,cpc,(not set),hotel_3
2571,8996,526866887.1727116098,1727207936,l.instagram.com,referral,(not set),hotel_3
2572,8997,776726002.1727207934,1727208047,,nan,(not set),hotel_3
2573,8998,325618810.1727208044,1727208082,google,cpc,(not set),hotel_3
2574,8999,1625642320.1727207925,1727208154,,nan,(not set),hotel_3
2575,9000,401909639.1727208445,1727208461,google,cpc,(not set),hotel_3
2576,9001,5936356.1727208590,1727208616,google,cpc,(not set),hotel_3
2577,9002,168343510.1727208670,1727208696,facebook,cpc,campaign_1,hotel_3
2578,9003,1301984250.1726586991,1727208743,google,cpc,(not set),hotel_3
2579,9004,2004861161.1727208836,1727208967,google,cpc,(not set),hotel_3
2580,9005,1269144276.1726586695,1727209087,,nan,(not set),hotel_3
2581,9006,1527314624.1727209156,1727209451,(direct),(not set),(not set),hotel_3
2582,9007,2026807594.1717690323,1727209585,,nan,(not set),hotel_3
2583,9008,862034988.1720122171,1727209682,google,cpc,(not set),hotel_3
2584,9009,161146663.1727209778,1727209808,m.facebook.com,referral,(not set),hotel_3
2585,9010,721681927.1726685396,1727209851,google,cpc,(not set),hotel_3
2586,9012,1156970476.1726669485,1727210916,,nan,(not set),hotel_3
2587,9013,643562435.1727210891,1727210950,google,cpc,(not set),hotel_3
2588,9014,1478807677.1726934206,1727211387,google,organic,(not set),hotel_3
2589,9015,836062409.1727211341,1727211424,google,cpc,(not set),hotel_3
2590,9016,1370956369.1727204835,1727212187,facebook,cpc,campaign_1,hotel_3
2591,9017,1079706770.1727212309,1727212352,facebook,cpc,campaign_1,hotel_3
2592,9018,2065700066.1727212769,1727212846,facebook,cpc,campaign_1,hotel_3
2593,9031,1087359708.1719051360,1727213461,facebook,cpc,campaign_1,hotel_3
2594,9072,2092279248.1725180375,1727213677,l.facebook.com,referral,(not set),hotel_3
2595,9326,221728606.1727214296,1727214340,google,organic,(not set),hotel_3
2596,9350,346324512.1727220514,1727220538,,nan,(not set),hotel_3
2597,9351,1213062855.1727125433,1727221073,google,organic,(not set),hotel_3
2598,9352,507307907.1727230813,1727231528,facebook,cpc,campaign_1,hotel_3
2599,9353,853653705.1727231762,1727232204,google,cpc,(not set),hotel_3
2600,9354,1038046846.1727232197,1727232261,facebook,cpc,campaign_1,hotel_3
2601,9355,41acb33d-d5c9-4917-88ce-1b79da36d7b4,1727233881,,nan,(not set),hotel_3
2602,9356,135024060.1727235186,1727235342,facebook,cpc,campaign_1,hotel_3
2603,9357,1169806373.1727235273,1727235414,facebook,cpc,campaign_1,hotel_3
2604,9358,1264420690.1726842846,1727235755,facebook,cpc,campaign_1,hotel_3
2605,9359,1626257120.1727236899,1727236957,google,cpc,(not set),hotel_3
2606,9360,1476745304.1727237045,1727237084,google,cpc,(not set),hotel_3
2607,9361,617206606.1727237093,1727237119,facebook,cpc,campaign_1,hotel_3
2608,9362,1561643520.1721892517,1727238145,google,cpc,(not set),hotel_3
2609,9363,1943247216.1727238364,1727238404,(direct),(not set),(not set),hotel_3
2610,9364,28878273.1727238678,1727238724,google,cpc,(not set),hotel_3
2611,9365,105132039.1727188953,1727239386,google,cpc,(not set),hotel_3
2612,9366,10945837.1722026102,1727239526,google,cpc,(not set),hotel_3
2613,9367,1913543208.1727239578,1727239894,google,cpc,(not set),hotel_3
2614,9368,1709965467.1726489713,1727240222,google,cpc,(not set),hotel_3
2615,9369,417509736.1723236420,1727240377,facebook,cpc,campaign_1,hotel_3
2616,9370,779735911.1727240687,1727240763,bing,cpc,campaign_2,hotel_3
2617,9371,233800023.1727241367,1727241556,m.facebook.com,referral,(not set),hotel_3
2618,9372,1549712176.1727241887,1727241906,facebook,cpc,campaign_1,hotel_3
2619,9373,1463339027.1727016960,1727242227,google,cpc,(not set),hotel_3
2620,9374,531628810.1727117937,1727242320,bing,cpc,campaign_2,hotel_3
2621,9375,1348997658.1724789186,1727242454,google,cpc,(not set),hotel_3
2622,9376,1688215243.1727242992,1727243027,,nan,(not set),hotel_3
2623,9377,1717967905.1727242903,1727243152,facebook,cpc,campaign_1,hotel_3
2624,9378,1197263274.1727243275,1727243327,google,cpc,(not set),hotel_3
2625,9379,1821533705.1727243192,1727243333,google,cpc,hu_brand,hotel_3
2626,9380,267090696.1726078359,1727243572,bing,cpc,campaign_2,hotel_3
2627,9381,468464798.1721065555,1727243778,hirlevel_s2,other,campaign_6,hotel_3
2628,9382,1283924195.1727199103,1727243960,google,cpc,(not set),hotel_3
2629,9383,756327891.1723233314,1727244121,,nan,(not set),hotel_3
2630,9384,1322663605.1723801957,1727244166,bing,cpc,campaign_2,hotel_3
2631,9385,863905168.1726031009,1727244492,google,cpc,(not set),hotel_3
2632,9386,1117984432.1727244348,1727244526,google,organic,(not set),hotel_3
2633,9387,912816310.1727244745,1727244836,facebook,cpc,campaign_1,hotel_3
2634,9388,150996836.1727029903,1727244848,google,cpc,(not set),hotel_3
2635,9389,2010127286.1721592587,1727245664,google,cpc,(not set),hotel_3
2636,9390,1461702266.1727245687,1727245782,google,cpc,(not set),hotel_3
2637,9391,887406070.1727245175,1727245837,google,organic,(not set),hotel_3
2638,9392,2092279248.1725180375,1727245973,facebook,cpc,campaign_1,hotel_3
2639,9393,622185191.1727246015,1727246022,live,organic,(not set),hotel_3
2640,9394,503140416.1727246042,1727246134,facebook,cpc,campaign_1,hotel_3
2641,9395,1435275265.1727246218,1727246275,google,cpc,(not set),hotel_3
2642,9396,1708780677.1727165644,1727246456,,nan,(not set),hotel_3
2643,9397,1933351884.1727246435,1727246463,google,cpc,(not set),hotel_3
2644,9398,2112502372.1727247048,1727247069,google,cpc,(not set),hotel_3
2645,9399,1714233524.1725862827,1727247254,google,cpc,hu_brand,hotel_3
2646,9401,1624033990.1727248233,1727248555,google,cpc,(not set),hotel_3
2647,9402,292931713.1726830172,1727248687,google,cpc,(not set),hotel_3
2648,9403,1024930100.1726763196,1727248793,google,cpc,(not set),hotel_3
2649,9404,2073166520.1727249082,1727249140,google,cpc,(not set),hotel_3
2650,9405,1896531000.1726755966,1727249270,google,cpc,(not set),hotel_3
2651,9406,1459526225.1727249233,1727249310,google,cpc,(not set),hotel_3
2652,9407,2083913207.1727202932,1727249367,facebook,cpc,campaign_1,hotel_3
2653,9408,999711547.1727249639,1727249706,google,cpc,(not set),hotel_3
2654,9409,ee6f406a-e1c9-4edc-bf88-8ab5d5428df8,1727249847,facebook,cpc,campaign_1,hotel_3
2655,9410,234942967.1727249853,1727249847,facebook,cpc,campaign_1,hotel_3
2656,9411,1535317218.1727249960,1727250314,google,organic,(not set),hotel_3
2657,9412,1765151504.1726383465,1727250455,google,cpc,(not set),hotel_3
2658,9413,786943349.1727250608,1727250642,google,cpc,(not set),hotel_3
2659,9415,952516587.1715600009,1727250755,facebook,cpc,campaign_1,hotel_3
2660,9416,419115685.1727251288,1727251485,google,cpc,(not set),hotel_3
2661,9417,1872040983.1727251496,1727251516,google,organic,(not set),hotel_3
2662,9418,566787295.1727251578,1727251929,google,cpc,(not set),hotel_3
2663,9419,527567769.1727251758,1727252039,google,cpc,(not set),hotel_3
2664,9421,1866022442.1714040449,1727252135,live,organic,(not set),hotel_3
