"date";"utm_source_and_medium";"utm_campaign";"user_count";"session_count"
"2024-09-19";"google / cpc";"hu_pmax_brand";"47";"49"
"2024-09-19";"facebook / cpc";"campaign_18";"45";"46"
"2024-09-19";"m.facebook.com / referral";"(referral)";"26";"31"
"2024-09-19";"l.facebook.com / referral";"(referral)";"27";"28"
"2024-09-19";"google / cpc";"campaign_24";"23";"27"
"2024-09-19";"ntp.msn.com / referral";"(referral)";"17";"26"
"2024-09-19";"google / cpc";"campaign_20";"17";"26"
"2024-09-19";"source_1";"(referral)";"10";"22"
"2024-09-19";"ajanlat / offline";"proposal-by-phone";"14";"19"
"2024-09-19";"ajanlat / offline";"campaign_2";"11";"17"
"2024-09-19";"google / cpc";"campaign_19";"16";"16"
"2024-09-19";"google / cpc";"campaign_23";"10";"16"
"2024-09-19";"lm.facebook.com / referral";"(referral)";"15";"15"
"2024-09-19";"bing / cpc";"campaign_9";"14";"15"
"2024-09-19";"google / cpc";"(organic)";"7";"14"
"2024-09-19";"msn.com / referral";"(referral)";"12";"14"
"2024-09-19";"redir.d-edgeconnect.media / referral";"(referral)";"13";"14"
"2024-09-19";"bing / cpc";"campaign_36";"0";"9"
"2024-09-19";"google / cpc";"campaign_22";"7";"9"
"2024-09-19";"facebook / cpc";"campaign_21";"6";"9"
"2024-09-19";"bing / organic";"(organic)";"6";"8"
"2024-09-19";"(not set)";"(not set)";"511";"661"
"2024-09-19";"(direct) / (none)";"(not set)";"0";"6"
"2024-09-19";"source_11";"campaign_4";"4";"6"
"2024-09-19";"googleads.g.doubleclick.net / referral";"(referral)";"4";"5"
"2024-09-19";"bing / cpc";"campaign_29";"4";"5"
"2024-09-19";"google / cpc";"campaign_26";"3";"5"
"2024-09-19";"google / cpc";"utm_campaign";"3";"5"
"2024-09-19";"l.instagram.com / referral";"(referral)";"2";"4"
"2024-09-19";"google / cpc";"campaign_25";"4";"4"
"2024-09-19";"google / cpc";"campaign_27";"4";"4"
"2024-09-19";"bing / cpc";"campaign_41";"1";"4"
"2024-09-19";"bing / cpc";"campaign_28";"3";"3"
"2024-09-19";"ajanlat / email";"campaign_7";"2";"3"
"2024-09-19";"seznam / organic";"(organic)";"2";"2"
"2024-09-19";"email.seznam.cz / referral";"(referral)";"1";"2"
"2024-09-19";"instagram.com / referral";"(referral)";"2";"2"
"2024-09-19";"mail.google.com / referral";"(referral)";"2";"2"
"2024-09-19";"origo.hu / referral";"(referral)";"2";"2"
"2024-09-19";"google / organic";"(not set)";"1";"1"
"2024-09-19";"(direct) / (none)";"(not+set)";"1";"1"
"2024-09-19";"click.pstmrk.it / referral";"(referral)";"0";"1"
"2024-09-19";"connexservice.com / referral";"(referral)";"1";"1"
"2024-09-19";"dailybusiness.ro / referral";"(referral)";"1";"1"
"2024-09-19";"hotelcms.hu / referral";"(referral)";"1";"1"
"2024-09-19";"remekkupon.com / referral";"(referral)";"1";"1"
"2024-09-19";"zadir.hu / referral";"(referral)";"0";"1"
"2024-09-19";"ig / paid";"campaign_58";"1";"1"
"2024-09-19";"bing / cpc";"campaign_37";"0";"1"
"2024-09-19";"bing / cpc";"campaign_32";"0";"1"
"2024-09-19";"google / cpc";"campaign_34";"0";"1"
"2024-09-19";"bing / cpc";"campaign_39";"1";"1"
"2024-09-19";"bing / cpc";"campaign_35";"1";"1"
"2024-09-19";"source_9";"hirlevel_c3";"1";"1"
"2024-09-19";"loyalty / email";"loyalty-email";"1";"1"
"2024-09-19";"google / cpc";"(not set)";"243";"283"
"2024-09-20";"google / cpc";"(not set)";"220";"246"
"2024-09-20";"facebook.com / post";"campaign_44";"1";"1"
"2024-09-20";"(not set)";"(not set)";"428";"543"
"2024-09-20";"google / organic";"(organic)";"117";"128"
"2024-09-20";"google / cpc";"hu_brand";"104";"126"
"2024-09-20";"google / cpc";"campaign_16";"103";"118"
"2024-09-20";"facebook / cpc";"campaign_14";"112";"114"
"2024-09-20";"google / cpc";"campaign_15";"81";"85"
"2024-09-20";"google / cpc";"hu_pmax_brand";"43";"47"
"2024-09-20";"m.facebook.com / referral";"(referral)";"38";"39"
"2024-09-20";"facebook / cpc";"campaign_18";"37";"37"
"2024-09-20";"l.facebook.com / referral";"(referral)";"28";"36"
"2024-09-20";"google / cpc";"campaign_20";"27";"29"
"2024-09-20";"lm.facebook.com / referral";"(referral)";"26";"27"
"2024-09-20";"google / cpc";"campaign_17";"25";"27"
"2024-09-20";"google / cpc";"campaign_19";"21";"23"
"2024-09-20";"google / cpc";"campaign_22";"12";"17"
"2024-09-20";"ntp.msn.com / referral";"(referral)";"14";"16"
"2024-09-20";"google / cpc";"(organic)";"7";"14"
"2024-09-20";"google / cpc";"campaign_23";"10";"12"
"2024-09-20";"ajanlat / offline";"campaign_2";"9";"12"
"2024-09-20";"facebook / cpc";"campaign_21";"10";"11"
"2024-09-20";"google / cpc";"campaign_26";"7";"11"
"2024-09-20";"ajanlat / offline";"proposal-by-phone";"5";"11"
"2024-09-20";"bing / organic";"(organic)";"4";"10"
"2024-09-20";"redir.d-edgeconnect.media / referral";"(referral)";"3";"10"
"2024-09-20";"bing / cpc";"campaign_9";"7";"10"
"2024-09-20";"googleads.g.doubleclick.net / referral";"(referral)";"7";"9"
"2024-09-20";"msn.com / referral";"(referral)";"6";"9"
"2024-09-20";"google / cpc";"campaign_24";"8";"9"
"2024-09-20";"bing / cpc";"campaign_28";"6";"8"
"2024-09-20";"google / cpc";"campaign_25";"7";"7"
"2024-09-20";"google / cpc";"campaign_27";"6";"7"
"2024-09-20";"seznam / organic";"(organic)";"6";"6"
"2024-09-20";"source_1";"(referral)";"5";"6"
"2024-09-20";"bing / cpc";"campaign_29";"5";"6"
"2024-09-20";"google / cpc";"campaign_30";"3";"5"
"2024-09-20";"(direct) / (none)";"(not set)";"2";"4"
"2024-09-20";"google / organic";"(not set)";"1";"4"
"2024-09-20";"l.instagram.com / referral";"(referral)";"3";"4"
"2024-09-20";"email / offline";"proposal-by-phone";"1";"3"
"2024-09-20";"phone / offline";"proposal-by-phone";"1";"3"
"2024-09-20";"google / cpc";"utm_campaign";"3";"3"
"2024-09-20";"(direct) / (none)";"(not+set)";"0";"2"
"2024-09-20";"hotelcms.hu / referral";"(referral)";"0";"2"
"2024-09-20";"bing / cpc";"campaign_31";"2";"2"
"2024-09-20";"bing / cpc";"campaign_42";"2";"2"
"2024-09-20";"google / cpc";"campaign_43";"1";"2"
"2024-09-20";"m.facebook.com / referral";"(not set)";"1";"1"
"2024-09-20";"bigfarm.goodgamestudios.com / referral";"(referral)";"1";"1"
"2024-09-20";"cdn.performax.cz / referral";"(referral)";"1";"1"
"2024-09-20";"source_10";"(referral)";"1";"1"
"2024-09-20";"email.seznam.cz / referral";"(referral)";"0";"1"
"2024-09-20";"google / cpc";"(referral)";"1";"1"
"2024-09-20";"hcemm.eu / referral";"(referral)";"1";"1"
"2024-09-20";"instagram.com / referral";"(referral)";"1";"1"
"2024-09-20";"source_13";"(referral)";"1";"1"
"2024-09-20";"mail.google.com / referral";"(referral)";"1";"1"
"2024-09-20";"romaniatv.net / referral";"(referral)";"1";"1"
"2024-09-20";"thedoctornews.com / referral";"(referral)";"1";"1"
"2024-09-20";"world.a1.net / referral";"(referral)";"0";"1"
"2024-09-20";"zadir.hu / referral";"(referral)";"1";"1"
"2024-09-20";"source_11";"campaign_4";"1";"1"
"2024-09-20";"bing / cpc";"campaign_33";"1";"1"
"2024-09-20";"google / cpc";"campaign_34";"1";"1"
"2024-09-20";"bing / cpc";"campaign_13";"1";"1"
"2024-09-20";"bing / cpc";"campaign_35";"1";"1"
"2024-09-20";"(direct) / (none)";"(direct)";"236";"287"
"2024-09-21";"ajanlat / email";"campaign_7";"2";"8"
"2024-09-21";"(direct) / (none)";"(direct)";"205";"233"
"2024-09-21";"google / cpc";"(not set)";"174";"198"
"2024-09-21";"google / organic";"(organic)";"107";"141"
"2024-09-21";"facebook / cpc";"campaign_14";"116";"122"
"2024-09-21";"google / cpc";"campaign_16";"94";"115"
"2024-09-21";"google / cpc";"hu_brand";"94";"111"
"2024-09-21";"google / cpc";"campaign_15";"80";"94"
"2024-09-21";"google / cpc";"campaign_17";"39";"70"
"2024-09-21";"m.facebook.com / referral";"(referral)";"61";"61"
"2024-09-21";"google / cpc";"hu_pmax_brand";"55";"58"
"2024-09-21";"facebook / cpc";"campaign_18";"46";"48"
"2024-09-21";"google / cpc";"campaign_20";"32";"34"
"2024-09-21";"l.facebook.com / referral";"(referral)";"33";"33"
"2024-09-21";"l.instagram.com / referral";"(referral)";"30";"31"
"2024-09-21";"google / cpc";"campaign_23";"13";"16"
"2024-09-21";"source_1";"(referral)";"10";"15"
"2024-09-21";"google / cpc";"campaign_24";"13";"15"
"2024-09-21";"redir.d-edgeconnect.media / referral";"(referral)";"7";"14"
"2024-09-21";"lm.facebook.com / referral";"(referral)";"12";"13"
"2024-09-21";"bing / cpc";"campaign_9";"9";"13"
"2024-09-21";"google / cpc";"campaign_19";"11";"13"
"2024-09-21";"google / cpc";"(organic)";"6";"11"
"2024-09-21";"bing / cpc";"campaign_29";"10";"10"
"2024-09-21";"facebook / cpc";"campaign_21";"10";"10"
"2024-09-21";"google / cpc";"campaign_26";"6";"9"
"2024-09-21";"(not set)";"(not set)";"423";"557"
"2024-09-21";"googleads.g.doubleclick.net / referral";"(referral)";"5";"7"
"2024-09-21";"ntp.msn.com / referral";"(referral)";"4";"7"
"2024-09-21";"google / cpc";"campaign_30";"6";"7"
"2024-09-21";"ajanlat / offline";"campaign_2";"4";"7"
"2024-09-21";"google / cpc";"campaign_22";"4";"6"
"2024-09-21";"google / cpc";"campaign_25";"4";"5"
"2024-09-21";"google / cpc";"campaign_27";"5";"5"
"2024-09-21";"ajanlat / offline";"proposal-by-phone";"2";"5"
"2024-09-21";"email / offline";"proposal-by-phone";"4";"5"
"2024-09-21";"google / cpc";"utm_campaign";"1";"5"
"2024-09-21";"google / organic";"(not set)";"3";"4"
"2024-09-21";"seznam / organic";"(organic)";"3";"3"
"2024-09-21";"msn.com / referral";"(referral)";"1";"3"
"2024-09-21";"origo.hu / referral";"(referral)";"0";"3"
"2024-09-21";"bing / cpc";"campaign_28";"3";"3"
"2024-09-21";"m.facebook.com / referral";"(not+set)";"1";"2"
"2024-09-21";"bing / organic";"(organic)";"1";"2"
"2024-09-21";"google / cpc";"campaign_43";"1";"2"
"2024-09-21";"bing / cpc";"campaign_35";"2";"2"
"2024-09-21";"(direct) / (none)";"(not set)";"1";"1"
"2024-09-21";"(direct) / (none)";"(not+set)";"0";"1"
"2024-09-21";"source_14";"(referral)";"1";"1"
"2024-09-21";"instagram.com / referral";"(referral)";"1";"1"
"2024-09-21";"mail.google.com / referral";"(referral)";"0";"1"
"2024-09-21";"morgens.hu / referral";"(referral)";"1";"1"
"2024-09-21";"pagead2.googlesyndication.com / referral";"(referral)";"1";"1"
"2024-09-21";"pimeyes.com / referral";"(referral)";"1";"1"
"2024-09-21";"remekkupon.com / referral";"(referral)";"0";"1"
"2024-09-21";"romaniatv.net / referral";"(referral)";"1";"1"
"2024-09-21";"bing / cpc";"campaign_31";"1";"1"
"2024-09-21";"bing / cpc";"campaign_45";"1";"1"
"2024-09-21";"bing / cpc";"campaign_40";"1";"1"
"2024-09-22";"(not set)";"(not set)";"510";"712"
"2024-09-22";"(direct) / (none)";"(direct)";"215";"259"
"2024-09-22";"google / cpc";"(not set)";"211";"236"
"2024-09-22";"facebook / cpc";"campaign_14";"188";"192"
"2024-09-22";"google / cpc";"campaign_16";"129";"162"
"2024-09-22";"google / organic";"(organic)";"132";"160"
"2024-09-22";"google / cpc";"hu_brand";"97";"120"
"2024-09-22";"facebook / cpc";"campaign_18";"73";"75"
"2024-09-22";"google / cpc";"campaign_15";"62";"70"
"2024-09-22";"l.facebook.com / referral";"(referral)";"45";"66"
"2024-09-22";"m.facebook.com / referral";"(referral)";"62";"63"
"2024-09-22";"google / cpc";"campaign_17";"48";"51"
"2024-09-22";"google / cpc";"campaign_20";"37";"46"
"2024-09-22";"google / cpc";"hu_pmax_brand";"42";"45"
"2024-09-22";"google / cpc";"campaign_19";"31";"41"
"2024-09-22";"googleads.g.doubleclick.net / referral";"(referral)";"24";"24"
"2024-09-22";"google / cpc";"campaign_25";"17";"18"
"2024-09-22";"google / cpc";"campaign_23";"15";"18"
"2024-09-22";"lm.facebook.com / referral";"(referral)";"11";"15"
"2024-09-22";"source_1";"(referral)";"10";"14"
"2024-09-22";"seznam / organic";"(organic)";"11";"12"
"2024-09-22";"google / cpc";"campaign_24";"12";"12"
"2024-09-22";"bing / cpc";"campaign_28";"8";"11"
"2024-09-22";"redir.d-edgeconnect.media / referral";"(referral)";"7";"10"
"2024-09-22";"facebook / cpc";"campaign_21";"6";"10"
"2024-09-22";"ntp.msn.com / referral";"(referral)";"7";"9"
"2024-09-22";"google / cpc";"campaign_22";"5";"9"
"2024-09-22";"google / cpc";"(organic)";"2";"8"
"2024-09-22";"google / cpc";"campaign_30";"6";"8"
"2024-09-22";"google / cpc";"campaign_27";"5";"8"
"2024-09-22";"bing / cpc";"campaign_29";"8";"8"
"2024-09-22";"ajanlat / offline";"campaign_2";"5";"7"
"2024-09-22";"l.instagram.com / referral";"(referral)";"5";"5"
"2024-09-22";"google / cpc";"campaign_26";"4";"5"
"2024-09-22";"bing / organic";"(organic)";"3";"4"
"2024-09-22";"bing / cpc";"campaign_9";"2";"4"
"2024-09-22";"bing / cpc";"campaign_31";"2";"4"
"2024-09-22";"ajanlat / offline";"proposal-by-phone";"2";"4"
"2024-09-22";"source_10";"(referral)";"1";"2"
"2024-09-22";"msn.com / referral";"(referral)";"1";"2"
"2024-09-22";"bing / cpc";"campaign_42";"0";"2"
"2024-09-22";"google / cpc";"campaign_43";"0";"2"
"2024-09-22";"ajanlat / email";"campaign_7";"2";"2"
"2024-09-22";"google / cpc";"utm_campaign";"1";"2"
"2024-09-22";"google / organic";"(not set)";"1";"1"
"2024-09-22";"m.facebook.com / referral";"(not set)";"0";"1"
"2024-09-22";"yahoo / organic";"(organic)";"1";"1"
"2024-09-22";"168.hu / referral";"(referral)";"1";"1"
"2024-09-22";"connexservice.com / referral";"(referral)";"1";"1"
"2024-09-22";"source_15";"(referral)";"1";"1"
"2024-09-22";"google / cpc";"(referral)";"0";"1"
"2024-09-22";"hcemm.eu / referral";"(referral)";"1";"1"
"2024-09-22";"instagram.com / referral";"(referral)";"1";"1"
"2024-09-22";"kapu.hu / referral";"(referral)";"1";"1"
"2024-09-22";"mail.google.com / referral";"(referral)";"1";"1"
"2024-09-22";"pagead2.googlesyndication.com / referral";"(referral)";"1";"1"
"2024-09-22";"ig / paid";"campaign_58";"1";"1"
"2024-09-22";"source_11";"campaign_4";"0";"1"
"2024-09-22";"google / cpc";"campaign_34";"1";"1"
"2024-09-23";"m.facebook.com / referral";"(referral)";"55";"58"
"2024-09-23";"(direct) / (none)";"(direct)";"272";"329"
"2024-09-23";"google / cpc";"(not set)";"222";"259"
"2024-09-23";"google / organic";"(organic)";"168";"205"
"2024-09-23";"google / cpc";"hu_brand";"137";"159"
"2024-09-23";"facebook / cpc";"campaign_18";"139";"143"
"2024-09-23";"facebook / cpc";"campaign_14";"134";"142"
"2024-09-23";"google / cpc";"campaign_16";"111";"138"
"2024-09-23";"google / cpc";"campaign_15";"111";"120"
"2024-09-23";"google / cpc";"hu_pmax_brand";"40";"60"
"2024-09-23";"google / cpc";"campaign_17";"58";"59"
"2024-09-23";"(not set)";"(not set)";"556";"718"
"2024-09-23";"l.facebook.com / referral";"(referral)";"53";"57"
"2024-09-23";"google / cpc";"campaign_19";"30";"35"
"2024-09-23";"google / cpc";"campaign_20";"19";"33"
"2024-09-23";"facebook / cpc";"campaign_21";"23";"25"
"2024-09-23";"bing / cpc";"campaign_9";"24";"24"
"2024-09-23";"google / cpc";"campaign_24";"19";"24"
"2024-09-23";"google / organic";"(not set)";"20";"20"
"2024-09-23";"google / cpc";"(organic)";"6";"19"
"2024-09-23";"source_1";"(referral)";"10";"17"
"2024-09-23";"bing / cpc";"campaign_28";"2";"16"
"2024-09-23";"google / cpc";"campaign_23";"6";"14"
"2024-09-23";"google / cpc";"campaign_26";"6";"14"
"2024-09-23";"bing / cpc";"campaign_29";"2";"13"
"2024-09-23";"googleads.g.doubleclick.net / referral";"(referral)";"8";"12"
"2024-09-23";"ntp.msn.com / referral";"(referral)";"6";"12"
"2024-09-23";"redir.d-edgeconnect.media / referral";"(referral)";"11";"12"
"2024-09-23";"bing / organic";"(organic)";"7";"11"
"2024-09-23";"google / cpc";"campaign_27";"6";"10"
"2024-09-23";"google / cpc";"campaign_22";"9";"10"
"2024-09-23";"l.instagram.com / referral";"(referral)";"5";"8"
"2024-09-23";"lm.facebook.com / referral";"(referral)";"8";"8"
"2024-09-23";"google / cpc";"campaign_30";"3";"7"
"2024-09-23";"ajanlat / offline";"campaign_2";"6";"6"
"2024-09-23";"google / cpc";"utm_campaign";"5";"6"
"2024-09-23";"msn.com / referral";"(referral)";"4";"5"
"2024-09-23";"bing / cpc";"campaign_31";"5";"5"
"2024-09-23";"google / cpc";"campaign_25";"5";"5"
"2024-09-23";"bing / cpc";"campaign_35";"5";"5"
"2024-09-23";"ajanlat / offline";"proposal-by-phone";"2";"5"
"2024-09-23";"phone / offline";"proposal-by-phone";"4";"5"
"2024-09-23";"google / cpc";"campaign_43";"3";"4"
"2024-09-23";"email / offline";"proposal-by-phone";"2";"4"
"2024-09-23";"(direct) / (none)";"(not set)";"2";"3"
"2024-09-23";"seznam / organic";"(organic)";"2";"3"
"2024-09-23";"statics.teams.cdn.office.net / referral";"(referral)";"2";"3"
"2024-09-23";"bing / cpc";"campaign_45";"1";"3"
"2024-09-23";"facebook / cpc";"campaign_1";"2";"3"
"2024-09-23";"ajanlat / email";"campaign_7";"2";"3"
"2024-09-23";"mail.google.com / referral";"(referral)";"1";"2"
"2024-09-23";"zadir.hu / referral";"(referral)";"2";"2"
"2024-09-23";"source_1";"(not set)";"1";"1"
"2024-09-23";"m.facebook.com / referral";"(not+set)";"0";"1"
"2024-09-23";"economica.net / referral";"(referral)";"1";"1"
"2024-09-23";"facebook.com / referral";"(referral)";"1";"1"
"2024-09-23";"hcemm.eu / referral";"(referral)";"1";"1"
"2024-09-23";"instagram.com / referral";"(referral)";"1";"1"
"2024-09-23";"morgens.hu / referral";"(referral)";"0";"1"
"2024-09-23";"snapchat.com / referral";"(referral)";"1";"1"
"2024-09-23";"fb / paid";"campaign_46";"1";"1"
"2024-09-23";"ig / paid";"campaign_58";"1";"1"
"2024-09-23";"fb / paid";"campaign_47";"1";"1"
"2024-09-23";"bing / cpc";"campaign_32";"1";"1"
"2024-09-23";"bing / cpc";"campaign_42";"1";"1"
"2024-09-23";"source_11";"campaign_48";"1";"1"
"2024-09-23";"source_11";"campaign_4";"1";"1"
"2024-09-23";"bing / cpc";"campaign_38";"1";"1"
"2024-09-23";"source_16";"hirlevel_c6";"1";"1"
"2024-09-23";"loyalty / email";"loyalty-email";"1";"1"
"2024-09-24";"(not set)";"(not set)";"570";"744"
"2024-09-24";"(direct) / (none)";"(direct)";"255";"300"
"2024-09-24";"facebook / cpc";"campaign_14";"211";"221"
"2024-09-24";"google / cpc";"(not set)";"187";"211"
"2024-09-24";"facebook / cpc";"campaign_18";"176";"183"
"2024-09-24";"google / organic";"(organic)";"151";"180"
"2024-09-24";"google / cpc";"hu_brand";"132";"151"
"2024-09-24";"google / cpc";"campaign_16";"121";"142"
"2024-09-24";"google / cpc";"campaign_15";"94";"114"
"2024-09-24";"l.facebook.com / referral";"(referral)";"54";"60"
"2024-09-24";"google / cpc";"hu_pmax_brand";"52";"58"
"2024-09-24";"m.facebook.com / referral";"(referral)";"57";"57"
"2024-09-24";"source_1";"(referral)";"28";"31"
"2024-09-24";"facebook / cpc";"campaign_21";"28";"31"
"2024-09-24";"google / cpc";"campaign_19";"25";"29"
"2024-09-24";"ntp.msn.com / referral";"(referral)";"20";"28"
"2024-09-24";"google / cpc";"campaign_20";"12";"23"
"2024-09-24";"google / cpc";"campaign_17";"18";"23"
"2024-09-24";"googleads.g.doubleclick.net / referral";"(referral)";"8";"18"
"2024-09-24";"redir.d-edgeconnect.media / referral";"(referral)";"14";"17"
"2024-09-24";"l.instagram.com / referral";"(referral)";"3";"14"
"2024-09-24";"google / cpc";"campaign_26";"11";"14"
"2024-09-24";"ajanlat / offline";"campaign_2";"9";"14"
"2024-09-24";"google / cpc";"campaign_24";"12";"13"
"2024-09-24";"google / cpc";"(organic)";"10";"12"
"2024-09-24";"bing / cpc";"campaign_35";"5";"11"
"2024-09-24";"bing / cpc";"campaign_28";"10";"11"
"2024-09-24";"bing / cpc";"campaign_29";"6";"11"
"2024-09-24";"lm.facebook.com / referral";"(referral)";"9";"10"
"2024-09-24";"bing / cpc";"campaign_9";"3";"10"
"2024-09-24";"email / offline";"proposal-by-phone";"8";"10"
"2024-09-24";"google / organic";"(not set)";"8";"8"
"2024-09-24";"phone / offline";"proposal-by-phone";"5";"8"
"2024-09-24";"seznam / organic";"(organic)";"3";"7"
"2024-09-24";"google / cpc";"campaign_23";"5";"7"
"2024-09-24";"google / cpc";"campaign_30";"3";"6"
"2024-09-24";"google / cpc";"campaign_22";"4";"6"
"2024-09-24";"ajanlat / email";"campaign_7";"1";"6"
"2024-09-24";"bing / cpc";"campaign_31";"5";"5"
"2024-09-24";"ajanlat / offline";"proposal-by-phone";"4";"5"
"2024-09-24";"bing / organic";"(organic)";"4";"4"
"2024-09-24";"google / cpc";"campaign_25";"4";"4"
"2024-09-24";"hcemm.eu / referral";"(referral)";"3";"3"
"2024-09-24";"instagram.com / referral";"(referral)";"1";"3"
"2024-09-24";"bing / cpc";"campaign_45";"0";"3"
"2024-09-24";"google / cpc";"utm_campaign";"3";"3"
"2024-09-24";"(direct) / (none)";"(not set)";"1";"2"
"2024-09-24";"email.seznam.cz / referral";"(referral)";"2";"2"
"2024-09-24";"msn.com / referral";"(referral)";"1";"2"
"2024-09-24";"zadir.hu / referral";"(referral)";"2";"2"
"2024-09-24";"bing / cpc";"campaign_32";"2";"2"
"2024-09-24";"google / cpc";"campaign_27";"0";"2"
"2024-09-24";"source_16";"hirlevel_c6";"2";"2"
"2024-09-24";"source_1";"(not set)";"1";"1"
"2024-09-24";"l.instagram.com / referral";"(not set)";"1";"1"
"2024-09-24";"app.zoomsphere.com / referral";"(referral)";"1";"1"
"2024-09-24";"connexservice.com / referral";"(referral)";"1";"1"
"2024-09-24";"source_13";"(referral)";"1";"1"
"2024-09-24";"mail.google.com / referral";"(referral)";"1";"1"
"2024-09-24";"mindmegette.hu / referral";"(referral)";"1";"1"
"2024-09-24";"pimeyes.com / referral";"(referral)";"0";"1"
