"id";"search_log_room_id";"age";"baby_bed"
"2469";"6907";"6";"0"
"2470";"6907";"7";"0"
"2471";"6908";"6";"0"
"2472";"6908";"15";"0"
"2473";"6908";"17";"0"
"2474";"7043";"2";"0"
"2475";"7043";"1";"0"
"2476";"7044";"2";"0"
"2477";"7044";"1";"0"
"2478";"7046";"4";"0"
"2479";"7046";"8";"0"
"2480";"7049";"8";"0"
"2481";"7053";"7";"0"
"2482";"7053";"9";"0"
"2483";"7054";"7";"0"
"2484";"7056";"7";"0"
"2485";"7056";"9";"0"
"2486";"7057";"7";"0"
"2487";"7057";"12";"0"
"2488";"7058";"7";"0"
"2489";"7060";"6";"0"
"2490";"7060";"9";"0"
"2491";"7064";"6";"0"
"2492";"7064";"9";"0"
"2493";"7066";"2";"1"
"2496";"7077";"11";"0"
"2497";"7078";"2";"1"
"2498";"7091";"2";"1"
"2499";"7094";"12";"0"
"2500";"7095";"12";"0"
"2501";"7096";"10";"0"
"2502";"7097";"12";"0"
"2503";"7097";"14";"0"
"2504";"7099";"12";"0"
"2505";"7099";"14";"0"
"2506";"7102";"12";"0"
"2507";"7102";"14";"0"
"2508";"7104";"7";"0"
"2509";"7104";"10";"0"
"2510";"7105";"5";"0"
"2511";"7105";"7";"0"
"2512";"7111";"5";"0"
"2513";"7111";"7";"0"
"2514";"7121";"5";"0"
"2515";"7121";"7";"0"
"2516";"7123";"15";"0"
"2517";"7123";"13";"0"
"2518";"7126";"5";"0"
"2519";"7126";"7";"0"
"2520";"7129";"5";"0"
"2521";"7129";"7";"0"
"2522";"7132";"5";"0"
"2523";"7132";"7";"0"
"2524";"7136";"1";"0"
"2525";"7136";"4";"0"
"2526";"7139";"8";"0"
"2527";"7139";"10";"0"
"2528";"7140";"8";"0"
"2529";"7140";"10";"0"
"2530";"7141";"8";"0"
"2531";"7141";"10";"0"
"2532";"7143";"7";"0"
"2533";"7143";"7";"0"
"2534";"7145";"6";"0"
"2535";"7145";"12";"0"
"2536";"7165";"10";"0"
"2537";"7165";"6";"0"
"2538";"7172";"6";"0"
"2539";"7176";"16";"0"
"2540";"7179";"6";"0"
"2541";"7179";"2";"0"
"2542";"7181";"6";"0"
"2543";"7182";"16";"0"
"2544";"7184";"17";"0"
"2545";"7192";"16";"0"
"2546";"7194";"8";"0"
"2547";"7194";"10";"0"
"2548";"7197";"7";"0"
"2549";"7197";"10";"0"
"2550";"7198";"7";"0"
"2551";"7198";"10";"0"
"2552";"7201";"3";"0"
"2553";"7202";"10";"0"
"2554";"7215";"7";"0"
"2555";"7215";"10";"0"
"2556";"7222";"5";"0"
"2557";"7222";"7";"0"
"2558";"7224";"7";"0"
"2559";"7224";"10";"0"
"2560";"7228";"7";"0"
"2561";"7233";"10";"0"
"2562";"7233";"16";"0"
"2563";"7242";"1";"0"
"2564";"7242";"10";"0"
"2565";"7253";"6";"0"
"2566";"7256";"2";"0"
"2567";"7256";"5";"0"
"2568";"7256";"8";"0"
"2569";"7257";"0";"0"
"2570";"7257";"5";"0"
"2571";"7260";"11";"0"
"2572";"7261";"1";"1"
"2573";"7265";"14";"0"
"2574";"7266";"14";"0"
"2575";"7266";"14";"0"
"2576";"7269";"2";"0"
"2577";"7269";"0";"1"
"2578";"7272";"11";"0"
"2579";"7272";"12";"0"
"2580";"7273";"17";"0"
"2581";"7278";"6";"0"
"2582";"7282";"8";"0"
"2583";"7282";"12";"0"
"2584";"7283";"12";"0"
"2585";"7283";"14";"0"
"2586";"7284";"8";"0"
"2587";"7284";"12";"0"
"2588";"7296";"17";"0"
"2589";"7296";"17";"0"
"2590";"7297";"17";"0"
"2591";"7298";"17";"0"
"2592";"7299";"6";"0"
"2593";"7299";"6";"0"
"2594";"7303";"6";"0"
"2595";"7303";"4";"0"
"2596";"7309";"17";"0"
"2597";"7310";"8";"0"
"2598";"7310";"14";"0"
"2599";"7311";"17";"0"
"2600";"7312";"10";"0"
"2601";"7313";"10";"0"
"2602";"7314";"10";"0"
"2603";"7315";"10";"0"
"2604";"7316";"10";"0"
"2605";"7317";"10";"0"
"2606";"7318";"10";"0"
"2607";"7319";"10";"0"
"2608";"7320";"10";"0"
"2609";"7321";"10";"0"
"2610";"7322";"10";"0"
"2611";"7323";"10";"0"
"2612";"7324";"10";"0"
"2614";"7327";"5";"0"
"2616";"7331";"16";"0"
"2617";"7331";"13";"0"
"2618";"7344";"13";"0"
"2619";"7344";"16";"0"
"2620";"7345";"13";"0"
"2621";"7346";"16";"0"
"2622";"7350";"13";"0"
"2623";"7351";"16";"0"
"2624";"7365";"5";"0"
"2625";"7366";"7";"0"
"2626";"7366";"7";"0"
"2627";"7368";"7";"0"
"2628";"7368";"7";"0"
"2629";"7370";"7";"0"
"2630";"7370";"7";"0"
"2631";"7372";"1";"0"
"2632";"7372";"5";"0"
"2633";"7373";"13";"0"
"2634";"7375";"7";"0"
"2635";"7375";"7";"0"
"2636";"7376";"13";"0"
"2637";"7382";"7";"0"
"2638";"7387";"8";"0"
"2639";"7387";"12";"0"
"2640";"7399";"5";"0"
"2641";"7399";"7";"0"
"2642";"7403";"12";"0"
"2643";"7403";"15";"0"
"2644";"7408";"2";"0"
"2645";"7412";"5";"0"
"2646";"7412";"7";"0"
"2647";"7415";"10";"0"
"2648";"7415";"8";"0"
"2649";"7417";"5";"0"
"2650";"7417";"7";"0"
"2651";"7419";"5";"0"
"2652";"7419";"7";"0"
"2653";"7421";"5";"0"
"2654";"7421";"7";"0"
"2655";"7422";"16";"0"
"2656";"7426";"7";"0"
"2657";"7426";"11";"0"
"2660";"7432";"13";"0"
"2661";"7432";"9";"0"
"2662";"7436";"5";"0"
"2663";"7436";"7";"0"
"2664";"7442";"0";"1"
"2665";"7445";"9";"0"
"2666";"7445";"6";"0"
"2667";"7452";"14";"0"
"2668";"7452";"12";"0"
"2669";"7456";"6";"0"
"2670";"7456";"11";"0"
"2671";"7460";"14";"0"
"2672";"7462";"14";"0"
"2673";"7464";"14";"0"
"2674";"7466";"14";"0"
"2675";"7489";"7";"0"
"2676";"7489";"11";"0"
"2677";"7490";"4";"0"
"2678";"7490";"7";"0"
"2679";"7492";"5";"0"
"2680";"7492";"7";"0"
"2681";"7493";"5";"0"
"2682";"7493";"7";"0"
"2683";"7501";"8";"0"
"2684";"7506";"11";"0"
"2685";"7507";"8";"0"
"2686";"7507";"12";"0"
"2687";"7507";"14";"0"
"2688";"7508";"11";"0"
"2689";"7509";"8";"0"
"2690";"7509";"12";"0"
"2691";"7509";"14";"0"
"2692";"7510";"11";"0"
"2693";"7511";"8";"0"
"2694";"7511";"12";"0"
"2695";"7511";"14";"0"
"2696";"7512";"11";"0"
"2697";"7513";"8";"0"
"2698";"7513";"12";"0"
"2699";"7513";"14";"0"
"2700";"7514";"11";"0"
"2701";"7517";"11";"0"
"2702";"7530";"14";"0"
"2703";"7533";"1";"1"
"2704";"7535";"2";"1"
"2705";"7542";"6";"0"
"2706";"7542";"8";"0"
"2707";"7542";"14";"0"
"2708";"7547";"6";"0"
"2709";"7547";"9";"0"
"2710";"7547";"13";"0"
"2711";"7547";"15";"0"
"2712";"7548";"6";"0"
"2713";"7548";"9";"0"
"2714";"7549";"13";"0"
"2715";"7549";"15";"0"
"2716";"7550";"6";"0"
"2717";"7550";"9";"0"
"2718";"7551";"13";"0"
"2719";"7551";"15";"0"
"2720";"7553";"7";"0"
"2721";"7553";"11";"0"
"2722";"7554";"8";"0"
"2723";"7556";"12";"0"
"2724";"7557";"3";"0"
"2725";"7567";"9";"0"
"2726";"7567";"15";"0"
"2727";"7575";"11";"0"
"2728";"7575";"12";"0"
"2729";"7576";"11";"0"
"2730";"7576";"12";"0"
"2731";"7577";"11";"0"
"2732";"7577";"12";"0"
"2733";"7578";"17";"0"
"2734";"7582";"16";"0"
"2735";"7585";"11";"0"
"2736";"7585";"12";"0"
"2737";"7585";"17";"0"
"2738";"7587";"11";"0"
"2739";"7587";"12";"0"
"2740";"7587";"17";"0"
"2741";"7589";"11";"0"
"2742";"7589";"12";"0"
"2743";"7590";"11";"0"
"2744";"7590";"12";"0"
"2745";"7598";"14";"0"
"2746";"7599";"17";"0"
"2747";"7600";"17";"0"
"2748";"7600";"16";"0"
"2749";"7601";"17";"0"
"2750";"7602";"16";"0"
"2751";"7603";"17";"0"
"2752";"7603";"16";"0"
"2753";"7604";"17";"0"
"2754";"7604";"12";"0"
"2755";"7604";"11";"0"
"2756";"7605";"10";"0"
"2757";"7605";"7";"0"
"2758";"7606";"10";"0"
"2759";"7606";"7";"0"
"2760";"7608";"5";"0"
"2761";"7608";"7";"0"
"2762";"7609";"17";"0"
"2763";"7611";"17";"0"
"2764";"7611";"16";"0"
"2765";"7612";"17";"0"
"2766";"7612";"16";"0"
"2767";"7613";"17";"0"
"2768";"7613";"16";"0"
"2769";"7614";"17";"0"
"2770";"7615";"16";"0"
"2777";"7630";"11";"0"
"2778";"7630";"12";"0"
"2779";"7637";"13";"0"
"2780";"7639";"13";"0"
"2781";"7645";"10";"0"
"2782";"7645";"13";"0"
"2783";"7658";"2";"0"
"2784";"7658";"7";"0"
"2785";"7660";"5";"0"
"2786";"7660";"7";"0"
"2787";"7662";"2";"0"
"2788";"7662";"5";"0"
"2789";"7668";"0";"0"
"2790";"7671";"6";"0"
"2791";"7676";"7";"0"
"2792";"7676";"11";"0"
"2793";"7944";"2";"0"
"2794";"7944";"5";"0"
"2795";"7946";"5";"0"
"2796";"7947";"2";"0"
"2797";"7947";"5";"0"
"2798";"7948";"2";"0"
"2799";"7948";"5";"0"
"2800";"7953";"0";"0"
"2801";"7954";"2";"0"
"2802";"7959";"2";"0"
"2803";"7961";"2";"0"
"2804";"7961";"5";"0"
"2805";"8071";"3";"0"
"2806";"8071";"8";"0"
"2807";"8080";"12";"0"
"2808";"8080";"14";"0"
"2809";"8088";"12";"0"
"2810";"8089";"14";"0"
"2811";"8092";"12";"0"
"2812";"8092";"14";"0"
"2813";"8099";"2";"1"
"2814";"8110";"10";"0"
"2815";"8110";"8";"0"
"2816";"8111";"10";"0"
"2817";"8111";"8";"0"
"2818";"8113";"8";"0"
"2819";"8113";"10";"0"
"2820";"8114";"8";"0"
"2821";"8115";"8";"0"
"2822";"8115";"10";"0"
"2823";"8121";"8";"0"
"2824";"8121";"6";"0"
"2826";"8130";"1";"0"
"2827";"8136";"2";"0"
"2828";"8138";"7";"0"
"2829";"8138";"7";"0"
"2830";"8146";"8";"0"
"2831";"8146";"0";"1"
"2832";"8149";"8";"0"
"2833";"8153";"8";"0"
"2834";"8153";"14";"0"
"2835";"8154";"8";"0"
"2836";"8165";"5";"0"
"2837";"8165";"7";"0"
"2838";"8168";"5";"0"
"2839";"8168";"7";"0"
"2840";"8169";"5";"0"
"2841";"8169";"7";"0"
"2842";"8170";"5";"0"
"2843";"8170";"7";"0"
"2844";"8173";"5";"0"
"2845";"8173";"7";"0"
"2846";"8175";"14";"0"
"2847";"8178";"14";"0"
"2848";"8181";"14";"0"
"2849";"8190";"13";"0"
"2850";"8190";"6";"0"
"2851";"8202";"5";"0"
"2852";"8202";"7";"0"
"2853";"8203";"1";"1"
"2854";"8207";"6";"0"
"2855";"8207";"13";"0"
"2856";"8208";"6";"0"
"2857";"8208";"13";"0"
"2858";"8211";"4";"0"
"2859";"8211";"4";"0"
"2860";"8211";"7";"0"
"2861";"8212";"4";"0"
"2862";"8212";"4";"0"
"2863";"8212";"7";"0"
"2864";"8220";"1";"1"
"2865";"8220";"4";"0"
"2866";"8223";"5";"0"
"2867";"8223";"7";"0"
"2868";"8224";"17";"0"
"2869";"8225";"17";"0"
"2870";"8228";"5";"0"
"2871";"8228";"7";"0"
"2872";"8230";"11";"0"
"2873";"8230";"12";"0"
"2874";"8231";"17";"0"
"2875";"8232";"11";"0"
"2876";"8233";"12";"0"
"2877";"8234";"12";"0"
"2878";"8235";"9";"0"
"2879";"8235";"9";"0"
"2880";"8235";"8";"0"
"2881";"8243";"7";"0"
"2882";"8243";"10";"0"
"2883";"8245";"7";"0"
"2884";"8245";"10";"0"
"2885";"8246";"15";"0"
"2886";"8248";"7";"0"
"2887";"8248";"10";"0"
