,id,uuid,session_id,utm_source,utm_medium,utm_campaign,hotel_id
113,2644,1294924118.1726652967,1726652996,google,cpc,(not set),hotel_2
114,2645,115036585.1726590789,1726653655,,(not set),(not set),hotel_2
115,2646,248216315.1726653737,1726653789,bing,cpc,HU ,hotel_2
116,2647,1515228269.1723384736,1726654018,google,cpc,(not set),hotel_2
117,2648,469612258.1725360457,1726654112,google,cpc,(not set),hotel_2
118,2649,261589083.1726653288,1726654321,google,cpc,(not set),hotel_2
119,2650,1022819362.1726654389,1726654490,google,cpc,hu_brand,hotel_2
120,2651,1174979321.1726651340,1726654523,google,cpc,(not set),hotel_2
121,2652,2138091090.1726654611,1726654627,(direct),(none),(not set),hotel_2
122,2653,1739062982.1726653044,1726654892,google,cpc,(not set),hotel_2
123,2654,549545498.1726480994,1726654923,,(not set),(not set),hotel_2
124,2655,1934626798.1726654892,1726654930,google,cpc,(not set),hotel_2
125,2656,874398879.1726654885,1726655123,google,organic,(not set),hotel_2
126,2657,1901776554.1723625644,1726655506,google,cpc,(not set),hotel_2
127,2658,1695904396.1726648929,1726655623,google,organic,(not set),hotel_2
128,2659,1566254269.1726655730,1726655821,google,cpc,(not set),hotel_2
129,2660,1979864195.1726655912,1726655914,google,cpc,(not set),hotel_2
130,2661,1827607278.1726582998,1726655990,google,cpc,(not set),hotel_2
131,2662,1577092263.1725044803,1726656101,google,cpc,(not set),hotel_2
132,2663,1739062982.1726653044,1726656234,google,cpc,(not set),hotel_2
133,2664,1584289584.1722436068,1726656437,google,cpc,(not set),hotel_2
134,2665,1336890032.1726656442,1726656598,google,cpc,(not set),hotel_2
135,2666,1602857634.1723148566,1726656898,google,cpc,(not set),hotel_2
136,2667,851794993.1726656925,1726656948,(direct),(none),(not set),hotel_2
137,2668,599568710.1726565857,1726657086,,(not set),(not set),hotel_2
138,2669,817915963.1726657217,1726657351,google,organic,(not set),hotel_2
139,2670,2072039869.1723974364,1726657356,google,cpc,(not set),hotel_2
140,2671,1169886737.1726657793,1726657898,google,cpc,(not set),hotel_2
141,2672,908721947.1726657918,1726658029,google,cpc,(not set),hotel_2
142,2674,1872901029.1726532576,1726658376,,(not set),(not set),hotel_2
143,2675,1981063545.1726659173,1726659232,google,cpc,(not set),hotel_2
144,2676,1412894595.1721555038,1726659328,google,cpc,(not set),hotel_2
145,2677,645397587.1726659584,1726659605,facebook,cpc,campaign_1,hotel_2
146,2678,1429089675.1726660303,1726660381,,(not set),(not set),hotel_2
147,2679,768abb5f-ed73-4401-80a6-ce75b2f36e28,1726660914,google,cpc,(not set),hotel_2
148,2680,1930882966.1726661143,1726661487,cdn.respond.io,referral,(not set),hotel_2
149,2681,528337376.1724333036,1726661676,www.saferpay.com,referral,(not set),hotel_2
150,2682,1553990004.1726661710,1726661751,google,organic,(not set),hotel_2
151,2683,1435789798.1721403443,1726662005,,(not set),(not set),hotel_2
152,2684,1654614857.1726661935,1726662043,google,cpc,(not set),hotel_2
153,2685,874398879.1726654885,1726662047,google,organic,(not set),hotel_2
154,2686,1430901800.1726662105,1726662252,google,cpc,(not set),hotel_2
155,2687,6645571.1726408027,1726662272,(direct),(none),(not set),hotel_2
156,2688,1541643237.1726496597,1726662502,google,cpc,(not set),hotel_2
157,2689,1774132142.1726662300,1726662597,ajanlat,email,campaign_7,hotel_2
158,2690,421963160.1726662522,1726662670,google,cpc,(not set),hotel_2
159,2692,1244735652.1726662870,1726662940,google,organic,(not set),hotel_2
160,2693,1339739337.1726663372,1726663516,google,cpc,(not set),hotel_2
161,2694,1689242456.1726663911,1726663961,google,cpc,(not set),hotel_2
162,2695,1748065731.1726664081,1726664163,(direct),(none),(not set),hotel_2
163,2696,1059388920.1715011052,1726664264,facebook,cpc,campaign_1,hotel_2
164,2697,1985565490.1726664338,1726664378,facebook,cpc,campaign_1,hotel_2
165,2698,1423021596.1726664354,1726664687,google,cpc,(not set),hotel_2
166,2699,2983a106-5271-454c-a610-c43028480c36,1726664727,google,cpc,(not set),hotel_2
167,2700,340235474.1726664748,1726664860,google,cpc,(not set),hotel_2
168,2701,1195918487.1725873248,1726665082,google,cpc,(not set),hotel_2
169,2702,736022969.1723134459,1726665107,google,cpc,(not set),hotel_2
170,2703,1911502577.1726665074,1726665157,google,cpc,(not set),hotel_2
171,2704,1944642736.1724784664,1726665224,google,cpc,(not set),hotel_2
172,2705,1235703618.1726664969,1726665317,google,cpc,(not set),hotel_2
173,2706,736022969.1723134459,1726665597,google,cpc,(not set),hotel_2
174,2707,2058898410.1723801355,1726665917,google,cpc,(not set),hotel_2
175,2708,340289996.1726665915,1726665987,google,cpc,(not set),hotel_2
176,2709,1934626798.1726654892,1726666582,google,cpc,(not set),hotel_2
177,2710,469612258.1725360457,1726666685,google,cpc,(not set),hotel_2
178,2711,41338502.1726667354,1726667432,m.facebook.com,referral,(not set),hotel_2
179,2712,344123153.1726667740,1726667866,redir.d-edgeconnect.media,referral,(not set),hotel_2
180,2716,1363175422.1725817640,1726668454,google,cpc,(not set),hotel_2
181,2717,1802285759.1724589706,1726668679,live,organic,(not set),hotel_2
182,2718,1090852168.1726635047,1726668778,google,cpc,(not set),hotel_2
183,2719,1742631385.1726668596,1726668840,google,cpc,(not set),hotel_2
184,2720,631754565.1726303288,1726669251,google,cpc,(not set),hotel_2
185,2721,1695904396.1726648929,1726669273,google,organic,(not set),hotel_2
186,2722,1194656212.1723796609,1726669490,google,organic,(not set),hotel_2
187,2724,1874644875.1726670238,1726670286,google,cpc,(not set),hotel_2
188,2725,561987102.1723483163,1726670510,google,cpc,(not set),hotel_2
189,2726,822302710.1726670666,1726670691,google,cpc,(not set),hotel_2
190,2727,2136776152.1721422068,1726670848,,(not set),(not set),hotel_2
191,2728,764176731.1726670795,1726670895,google,cpc,(not set),hotel_2
192,2729,2122761193.1718983689,1726671029,google,organic,(not set),hotel_2
193,2730,2096222276.1726671159,1726671244,google,cpc,(not set),hotel_2
194,2731,1577092263.1725044803,1726673205,,(not set),(not set),hotel_2
195,2732,53584330.1718794965,1726673327,facebook,cpc,campaign_1,hotel_2
196,2733,1561921112.1726673462,1726673655,google,cpc,(not set),hotel_2
197,2734,1935516284.1721826094,1726673800,,(not set),(not set),hotel_2
198,2735,1057770067.1726674453,1726674537,google,cpc,(not set),hotel_2
199,2736,1651309213.1726674688,1726674802,redir.d-edgeconnect.media,referral,(not set),hotel_2
200,2737,1963143411.1726674439,1726674803,google,cpc,(not set),hotel_2
201,2739,949330201.1726675575,1726675716,google,cpc,(not set),hotel_2
202,2740,1452004168.1723031346,1726675760,,(not set),(not set),hotel_2
203,2741,1526625594.1726676006,1726676071,google,cpc,(not set),hotel_2
204,2742,1340448883.1725211248,1726676178,google,cpc,(not set),hotel_2
205,2743,345149210.1726675771,1726676255,google,cpc,(not set),hotel_2
206,2744,1004011071.1726676224,1726676287,hirlevel_s3,ct,campaign_3,hotel_2
207,2745,1436929096.1726675997,1726677009,(direct),(none),(not set),hotel_2
208,2746,11136238.1726677067,1726677081,google,cpc,(not set),hotel_2
209,2747,678631423.1726677093,1726677161,google,cpc,(not set),hotel_2
210,2748,37455270.1726677248,1726677350,google,cpc,(not set),hotel_2
211,2749,2122761193.1718983689,1726677521,google,organic,(not set),hotel_2
212,2750,1984920244.1726231750,1726677544,google,cpc,(not set),hotel_2
213,2751,516982929.1726654887,1726677666,,(not set),(not set),hotel_2
214,2752,351964634.1726677931,1726677968,google,cpc,(not set),hotel_2
215,2753,1354190272.1726678200,1726678256,google,cpc,(not set),hotel_2
216,2754,688043416.1716920138,1726678774,hirlevel_s1,ct,hirlevel_c1,hotel_2
217,2755,1107112188.1726248723,1726679037,google,cpc,(not set),hotel_2
218,2756,577016644.1726679281,1726679069,google,cpc,(not set),hotel_2
219,2757,720193310.1726679375,1726679393,(direct),(none),(not set),hotel_2
220,2758,280579134.1726679361,1726679422,(direct),(none),(not set),hotel_2
221,2759,1756329083.1726679201,1726679442,facebook,cpc,campaign_1,hotel_2
222,2760,834385037.1726678992,1726679450,,(not set),(not set),hotel_2
223,2761,1815036305.1726679366,1726679539,google,cpc,(not set),hotel_2
224,2762,1694330979.1726679523,1726679601,(direct),(none),(not set),hotel_2
225,2763,1722021207.1725978505,1726679837,google,cpc,(not set),hotel_2
226,2764,1005484143.1726606725,1726679983,google,organic,(not set),hotel_2
227,2765,1203801348.1726680136,1726680159,facebook,cpc,campaign_1,hotel_2
228,2766,1552055878.1726667666,1726680191,google,cpc,(not set),hotel_2
229,2767,99441746.1726680266,1726680315,google,cpc,(not set),hotel_2
230,2768,56182768.1726521625,1726680558,google,cpc,(not set),hotel_2
231,2769,483477209.1714552435,1726681244,(direct),(none),(not set),hotel_2
232,2770,134038922.1726681612,1726681742,google,cpc,(not set),hotel_2
233,2771,1828788857.1726681643,1726681754,google,cpc,(not set),hotel_2
234,2772,892142437.1726508325,1726681796,,(not set),(not set),hotel_2
235,2773,46088295.1726681918,1726681965,google,cpc,(not set),hotel_2
236,2774,942542722.1726516756,1726681969,google,cpc,(not set),hotel_2
237,2775,719014884.1726680467,1726681984,(direct),(none),(not set),hotel_2
238,2776,2120277737.1726510268,1726682131,google,cpc,(not set),hotel_2
239,2777,861727231.1726681853,1726682236,google,organic,(not set),hotel_2
240,2778,771402864.1723797066,1726682326,google,cpc,(not set),hotel_2
241,2779,1811492885.1726682574,1726682656,duckduckgo.com,referral,(not set),hotel_2
242,2780,2116049114.1724188961,1726683465,google,cpc,(not set),hotel_2
243,2782,586560998.1726683874,1726684035,redir.d-edgeconnect.media,referral,(not set),hotel_2
244,2783,1520217203.1711099830,1726684193,google,cpc,(not set),hotel_2
245,2784,2079405222.1726684179,1726684204,google,cpc,(not set),hotel_2
246,2785,54811744.1721924628,1726684535,hirlevel_s3,ct,campaign_3,hotel_2
247,2786,899546659.1726684463,1726684539,google,organic,(not set),hotel_2
248,2787,2066033780.1726684528,1726684550,google,cpc,(not set),hotel_2
249,2789,1722021207.1725978505,1726685162,google,cpc,(not set),hotel_2
250,2790,185200798.1726685197,1726685214,google,cpc,(not set),hotel_2
251,2791,97964101.1726685374,1726685392,google,cpc,(not set),hotel_2
252,2792,b068ba80-75a4-49a5-8fe9-7bfa9b5eade0,1726685427,google,cpc,hu_brand,hotel_2
253,2793,1452004168.1723031346,1726685456,google,cpc,(not set),hotel_2
254,2794,65146823.1726685766,1726685799,google,cpc,(not set),hotel_2
255,2795,661370882.1726685935,1726685981,bing,cpc,AT ,hotel_2
256,2796,1621339690.1726587125,1726685987,(direct),(none),(not set),hotel_2
257,2797,981362193.1726651367,1726686114,google,organic,(not set),hotel_2
258,2798,348585301.1726686383,1726686478,google,cpc,(not set),hotel_2
259,2799,719014884.1726680467,1726686522,(direct),(none),(not set),hotel_2
260,2800,58706571.1726686575,1726686636,,(not set),(not set),hotel_2
261,2801,721681927.1726685396,1726686736,google,cpc,(not set),hotel_2
262,2802,1460708893.1726684581,1726686786,google,cpc,(not set),hotel_2
263,2803,2111687.1726687035,1726687081,redir.d-edgeconnect.media,referral,(not set),hotel_2
264,2804,1051263987.1726687727,1726687764,facebook,cpc,campaign_1,hotel_2
265,2805,1169376108.1726605149,1726687842,google,organic,(not set),hotel_2
266,2806,324697669.1726687905,1726687957,google,cpc,(not set),hotel_2
267,2807,1005314830.1726688277,1726688342,google,cpc,(not set),hotel_2
268,2808,1695835803.1726688408,1726688456,google,cpc,(not set),hotel_2
269,2809,1022195967.1726688485,1726688543,google,cpc,(not set),hotel_2
270,2810,1190835289.1726688464,1726688565,,(not set),(not set),hotel_2
271,2811,1074717738.1719854300,1726688566,google,cpc,(not set),hotel_2
272,2812,941936781.1726144041,1726688569,google,organic,(not set),hotel_2
273,2813,516132403.1726688842,1726688874,google,cpc,(not set),hotel_2
274,2814,e57bb0d8-0ad5-45f9-b3cb-1def4546e267,1726688952,google,organic,(not set),hotel_2
275,2815,3570a944-db4b-4d01-913e-06cb0f69a51c,1726688952,google,organic,(not set),hotel_2
276,2816,de69e94c-8e97-4bbc-acc4-81e6dff58b2b,1726688952,google,organic,(not set),hotel_2
277,2817,3447bfe8-5b29-4935-8a8a-9e45b83fca4b,1726688952,google,organic,(not set),hotel_2
278,2818,a9c87c68-373c-4be5-b1c7-f5bb0fda27b3,1726688952,google,organic,(not set),hotel_2
279,2819,554846952.1726384718,1726689554,,(not set),(not set),hotel_2
280,2820,d278fb21-7ab2-41c4-af13-a663e5e4ee5d,1726688952,google,organic,(not set),hotel_2
281,2821,53883662.1726689823,1726689974,google,cpc,(not set),hotel_2
282,2839,148141561.1726690303,1726690357,facebook,cpc,campaign_1,hotel_2
283,2931,1965436540.1721836523,1726690562,google,cpc,(not set),hotel_2
284,2932,1029261216.1725787969,1726690732,,(not set),(not set),hotel_2
285,2933,1589721620.1726644228,1726691656,,(not set),(not set),hotel_2
286,2935,558746787.1716990919,1726692516,facebook,cpc,campaign_1,hotel_2
287,2936,1655394934.1726692456,1726692550,google,cpc,(not set),hotel_2
288,2937,564738246.1726138684,1726692564,redir.d-edgeconnect.media,referral,(not set),hotel_2
289,2938,11581261.1726692900,1726692918,,(not set),(not set),hotel_2
290,2939,1567780190.1726692901,1726693030,(direct),(none),(not set),hotel_2
291,2940,46038996.1726693658,1726693823,google,cpc,(not set),hotel_2
292,2941,1428402528.1713950077,1726694385,google,cpc,(not set),hotel_2
293,2942,5227329.1726694886,1726694940,google,cpc,(not set),hotel_2
294,2943,1320496274.1714007749,1726696434,google,cpc,(not set),hotel_2
295,2993,686194061.1726698485,1726698547,google,cpc,(not set),hotel_2
296,3006,1411036086.1726704564,1726704742,google,cpc,(not set),hotel_2
297,3007,1561094699.1726608849,1726715285,google,cpc,(not set),hotel_2
298,3008,1456352659.1726715293,1726716399,(direct),(none),(not set),hotel_2
299,3009,1179350769.1726716287,1726716427,fb,other,campaign_8,hotel_2
300,3010,1870966812.1726716866,1726717000,,(not set),(not set),hotel_2
301,3011,2056505213.1714304791,1726717014,,(not set),(not set),hotel_2
302,3012,1901776554.1723625644,1726717031,google,cpc,(not set),hotel_2
303,3013,1584212361.1726668397,1726720550,google,cpc,(not set),hotel_2
304,3014,b84ac6c8-7bc2-4cd5-a8d2-f393295c9d3c,1726720927,(direct),(none),(not set),hotel_2
305,3015,1106439625.1726721290,1726721337,google,organic,(not set),hotel_2
306,3016,1734253892.1714650475,1726723763,,(not set),(not set),hotel_2
307,3017,1550771059.1726723721,1726723796,google,cpc,(not set),hotel_2
308,3018,1895977104.1726724418,1726724461,google,cpc,(not set),hotel_2
309,3019,1941881652.1726724978,1726724985,redir.d-edgeconnect.media,referral,(not set),hotel_2
310,3020,74843589.1726725011,1726725022,(direct),(none),(not set),hotel_2
311,3021,1736786241.1726725142,1726725168,google,cpc,(not set),hotel_2
312,3022,225523995.1726725249,1726725329,google,organic,(not set),hotel_2
313,3023,949467012.1726725182,1726725359,google,cpc,(not set),hotel_2
314,3024,1561643520.1721892517,1726725546,google,cpc,(not set),hotel_2
315,3025,66010131.1725428071,1726725707,google,cpc,(not set),hotel_2
316,3026,1539575735.1726687702,1726726037,google,cpc,(not set),hotel_2
317,3027,618203682.1726726048,1726726138,google,cpc,(not set),hotel_2
318,3028,1992258223.1726726068,1726726163,google,cpc,(not set),hotel_2
319,3029,1883129280.1724398792,1726726195,google,organic,(not set),hotel_2
320,3030,931610252.1726726062,1726726487,google,cpc,(not set),hotel_2
321,3031,1965436540.1721836523,1726726526,google,cpc,(not set),hotel_2
322,3032,1327467168.1726726647,1726726752,,(not set),(not set),hotel_2
323,3033,1246087946.1726726862,1726726870,facebook,cpc,campaign_1,hotel_2
324,3034,1399456590.1726726671,1726726930,,(not set),(not set),hotel_2
325,3035,615175218.1719568400,1726727336,google,organic,(not set),hotel_2
326,3036,98922030.1726603546,1726727413,,(not set),(not set),hotel_2
327,3037,795655031.1726242304,1726727544,google,cpc,(not set),hotel_2
328,3038,1734486006.1726727694,1726727746,google,cpc,(not set),hotel_2
329,3039,617124369.1726051241,1726727965,google,cpc,(not set),hotel_2
330,3040,1249505825.1726252024,1726728169,google,cpc,(not set),hotel_2
331,3041,1691399298.1726727981,1726728170,live,organic,(not set),hotel_2
332,3043,383955604.1721306764,1726728468,google,cpc,(not set),hotel_2
333,3044,965784126.1726728571,1726728865,google,organic,(not set),hotel_2
334,3046,1408380961.1726728428,1726729963,live,organic,(not set),hotel_2
335,3047,2098775705.1714028316,1726730043,google,cpc,(not set),hotel_2
336,3048,1373132162.1724685536,1726730134,google,cpc,(not set),hotel_2
337,3049,1830307785.1726730955,1726730977,(direct),(none),(not set),hotel_2
338,3050,71977973.1726731084,1726731224,google,organic,(not set),hotel_2
339,3051,1306734894.1726731043,1726731268,google,cpc,(not set),hotel_2
340,3052,1822733134.1726731143,1726731291,google,cpc,(not set),hotel_2
341,3053,52088150.1726044764,1726731368,facebook,cpc,campaign_1,hotel_2
342,3054,2100171867.1726692589,1726731471,google,cpc,(not set),hotel_2
343,3055,1062665992.1726731577,1726731590,(direct),(none),(not set),hotel_2
344,3056,1071668078.1714374256,1726731618,,(not set),(not set),hotel_2
345,3057,1250254325.1726731591,1726731750,google,cpc,(not set),hotel_2
346,3058,640446325.1715272641,1726731769,,(not set),(not set),hotel_2
347,3059,1414752057.1726661465,1726731978,(direct),(none),(not set),hotel_2
348,3060,283774624.1722333533,1726732657,,(not set),(not set),hotel_2
349,3061,1541643237.1726496597,1726732668,google,cpc,(not set),hotel_2
350,3062,1388903113.1726732970,1726732988,google,cpc,(not set),hotel_2
351,3063,1436923832.1726732049,1726733215,google,organic,(not set),hotel_2
352,3064,1428402528.1713950077,1726733292,google,cpc,(not set),hotel_2
353,3065,656698539.1726733443,1726733483,google,organic,(not set),hotel_2
354,3066,1694981402.1726345054,1726733612,google,cpc,(not set),hotel_2
355,3067,2028536125.1726733959,1726734021,facebook,cpc,campaign_1,hotel_2
356,3068,2077801891.1726557555,1726734159,google,organic,(not set),hotel_2
357,3069,740321578.1725427211,1726734589,google,cpc,(not set),hotel_2
358,3070,2011677888.1721885359,1726734607,,(not set),(not set),hotel_2
359,3071,1258274709.1726734610,1726734639,google,cpc,(not set),hotel_2
360,3072,1790570549.1719855730,1726734863,google,organic,(not set),hotel_2
361,3073,142366202.1721711027,1726734871,,(not set),(not set),hotel_2
362,3074,1611710434.1726734915,1726735022,google,cpc,(not set),hotel_2
363,3075,87938762.1726735262,1726735298,google,cpc,(not set),hotel_2
364,3076,1162830032.1726565958,1726735868,google,cpc,(not set),hotel_2
365,3077,365575186.1711369005,1726736016,,(not set),(not set),hotel_2
366,3078,156582574.1726734655,1726736028,(direct),(none),(not set),hotel_2
367,3079,7365051.1704440305,1726736041,,(not set),(not set),hotel_2
368,3080,1229291469.1726736001,1726736061,google,cpc,(not set),hotel_2
369,3081,173879499.1722326589,1726736287,google,cpc,(not set),hotel_2
370,3083,735766545.1726736454,1726736416,google,cpc,(not set),hotel_2
371,3087,874398879.1726654885,1726737090,google,organic,(not set),hotel_2
372,3088,787478710.1726737366,1726737390,google,cpc,(not set),hotel_2
373,3089,670444307.1725531727,1726737393,google,organic,(not set),hotel_2
374,3090,1575100409.1726737426,1726737486,google,cpc,(not set),hotel_2
375,3092,1445424507.1726737609,1726737617,live,organic,(not set),hotel_2
376,3095,1652693829.1726047285,1726738185,google,cpc,(not set),hotel_2
377,3096,102650958.1726738198,1726738230,google,organic,(not set),hotel_2
378,3097,1694981402.1726345054,1726738262,google,cpc,(not set),hotel_2
379,3100,98922030.1726603546,1726738462,,(not set),(not set),hotel_2
380,3101,1093979757.1726738385,1726738507,bing,cpc,HU ,hotel_2
381,3102,1539888636.1725957349,1726738744,google,cpc,(not set),hotel_2
